submissionID,studyCountry,studyCity,studyLon,studyLat,birthCountry,birthCity,birthLat,birthLon,transitCountry1,transitLat1,transitLon1,transitCountry2,transitLat2,transitLon2,transitCountry3,transitLat3,transitLon3,countryID,weight
SInt-FIERI-GG-002-ITA,Italy,Imperia,44.011,7.81935,Pakistan,Baluchistan,27.5194,65.5512,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,5,1
SInt-SHARP-SK-314-PAK,Pakistan,N.W.F.P.,34.9407,72.6402,Pakistan,Kabul,34.4949,69.3846,,,,,,,,,,5,1
SInt-FIERI-GG-079-ITA,Italy,Turin,45.1609,7.47211,Pakistan,Azad Kashmir,33.868,73.8036,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,,,,5,1
SInt-FIERI-FR-031-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Baluchistan,27.5194,65.5512,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,North Macedonia,21.76316072,41.67499229,5,1
SInt-FIERI-FR-010-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Baluchistan,27.5194,65.5512,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,Serbia,20.73418731,44.29901237,5,1
SInt-FIERI-FR-011-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Baluchistan,27.5194,65.5512,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Serbia,20.73418731,44.29901237,5,1
SInt-FIERI-FR-012-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Baluchistan,27.5194,65.5512,Belgium,4.476764311,50.79871103,Croatia,15.38329952,44.46402066,Slovenia,14.5095216,46.08885889,5,1
SInt-FIERI-FR-036-ITA,Italy,Udine,46.0839,13.1961,Pakistan,K.P.,34.9407,72.6402,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,5,1
SInt-FIERI-FR-025-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Punjab,31.3589,72.3449,Iran,51.71888023,33.94539376,Turkey,32.38075029,39.52890223,Belgium,4.476764311,50.79871103,5,1
SInt-FIERI-FR-006-ITA,Italy,Udine,46.0839,13.1961,Pakistan,Punjab,31.3589,72.3449,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,Serbia,20.73418731,44.29901237,5,1
SInt-AAU-Ytk-006-ET,Ethiopia,Addis Ababa,8.966,38.7815,Ethiopia,Addis Ababa,8.966,38.7815,Sudan,31.34054813,15.54952248,South Sudan,30.28543786,7.07243011,,,,99,1
SInt-AUTH-NM-269-GRC,Greece,Attiki,38.0626,23.7997,Iran,Sind,26.3734,68.8685,Turkey,32.38075029,39.52890223,,,,,,,99,1
SInt-FIERI-FR-098-ITA,Italy,Avellino,40.9404,15.1044,Senegal,Kolda,12.9574,-14.422,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-GG-039-ITA,Italy,Cuneo,44.4862,7.63034,Gambia,Banjul,13.4063,-16.6831,Senegal,-14.64932269,14.53477292,Mauretania,-11.20409542,19.35075885,Mali,-6.125955399,13.6067015,99,1
SInt-FIERI-GG-054-ITA,Italy,Cuneo,44.4862,7.63034,Guinea,Dubr̩ka,10.1137,-13.468,Mali,-6.125955399,13.6067015,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-GG-042-ITA,Italy,Imperia,44.011,7.81935,Gambia,Banjul,13.4063,-16.6831,Senegal,-14.64932269,14.53477292,Mauretania,-11.20409542,19.35075885,Mali,-6.125955399,13.6067015,99,1
SInt-FIERI-GG-006-ITA,Italy,Imperia,44.011,7.81935,Guinea,Kankan,10.1319,-9.12624,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-GG-004-ITA,Italy,Imperia,44.011,7.81935,Senegal,Matam,15.4647,-13.5063,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-GG-003-ITA,Italy,Imperia,44.011,7.81935,Senegal,Tambacounda,13.9278,-13.2878,Mali,-6.125955399,13.6067015,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-066-ITA,Italy,Milano,45.442,9.1154,Gambia,Central River,13.637,-14.9804,Senegal,-14.64932269,14.53477292,Mali,-6.125955399,13.6067015,,,,99,1
SInt-FIERI-FR-071-ITA,Italy,Milano,45.442,9.1154,Cameroon,Centre,4.73268,11.7383,Chad,17.97168595,12.98957111,Libya,17.36281363,28.84775861,Morocco,-6.669365057,32.23764971,99,1
SInt-FIERI-FR-062-ITA,Italy,Milano,45.442,9.1154,Senegal,Dakar,14.7835,-17.3327,Mali,-6.125955399,13.6067015,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-092-ITA,Italy,Milano,45.442,9.1154,Senegal,Dakar,14.7835,-17.3327,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-FR-063-ITA,Italy,Milano,45.442,9.1154,Cote d'Ivoire,Dix-Huit Montagnes,7.36283,-7.73423,Burkina Faso,-1.656006428,12.52788264,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-067-ITA,Italy,Milano,45.442,9.1154,Senegal,Kolda,12.9574,-14.422,Mali,-6.125955399,13.6067015,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-064-ITA,Italy,Milano,45.442,9.1154,Cote d'Ivoire,Lagunes,5.4607,-4.42852,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,Tunisia,9.712590793,35.69333922,99,1
SInt-FIERI-FR-065-ITA,Italy,Milano,45.442,9.1154,Cote d'Ivoire,Marahou̩,6.94728,-5.83201,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-075-ITA,Italy,Milano,45.442,9.1154,Cote d'Ivoire,Marahou̩,6.94728,-5.83201,Tunisia,9.712590793,35.69333922,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-061-ITA,Italy,Milano,45.442,9.1154,Senegal,Tambacounda,13.9278,-13.2878,,,,,,,,,,99,1
SInt-FIERI-FR-072-ITA,Italy,Milano,45.442,9.1154,Mali,Timbuktu,19.9073,-3.295,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-068-ITA,Italy,Milano,45.442,9.1154,Senegal,Ziguinchor,12.4818,-16.3435,Mali,-6.125955399,13.6067015,,,,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-FR-084-ITA,Italy,Modena,44.4311,10.8516,Nigeria,Edo,6.52416,5.84934,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-082-ITA,Italy,Padova,45.361,11.8371,Mali,Bamako,12.643,-8.01917,Nigeria,7.870615134,9.130848867,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-057-ITA,Italy,Padova,45.361,11.8371,Gambia,Central River,13.637,-14.9804,Mali,-6.125955399,13.6067015,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-100-ITA,Italy,Padova,45.361,11.8371,Guinea,Dubr̩ka,10.1137,-13.468,Mali,-6.125955399,13.6067015,Algeria,2.895104767,30.67591097,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-GG-097-ITA,Italy,Reggio Emilia,44.6699,10.6186,Gambia,Banjul,13.4063,-16.6831,Senegal,-14.64932269,14.53477292,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,99,1
SInt-FIERI-YSH-199-ITA,Italy,Roma,41.965,12.7308,Ethiopia,Addis Ababa,8.966,38.7815,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-YSH-116-ITA,Italy,Roma,41.965,12.7308,Ethiopia,Addis Ababa,8.966,38.7815,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,Malta,14.43533415,35.8895392,99,1
SInt-FIERI-YSH-162-ITA,Italy,Roma,41.965,12.7308,Ethiopia,Addis Ababa,8.966,38.7815,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-053-ITA,Italy,Roma,41.965,12.7308,Ghana,Ashanti,6.75219,-1.3296,Togo,1.040555748,8.413209882,Benin,2.196783174,9.256978265,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-FR-049-ITA,Italy,Roma,41.965,12.7308,Gambia,Central River,13.637,-14.9804,,,,,,,,,,99,1
SInt-FIERI-FR-037-ITA,Italy,Roma,41.965,12.7308,Cameroon,Centre,4.73268,11.7383,Nigeria,7.870615134,9.130848867,Benin,2.196783174,9.256978265,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-FR-058-ITA,Italy,Roma,41.965,12.7308,Guinea,Dabola,10.7774,-11.2004,Algeria,2.895104767,30.67591097,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-040-ITA,Italy,Roma,41.965,12.7308,Iran,Esfahan,32.9837,52.4195,Turkey,32.38075029,39.52890223,Greece,23.29359968,38.30578202,,,,99,1
SInt-FIERI-YSH-165-ITA,Italy,Roma,41.965,12.7308,Sudan,Kassala,15.6265,35.5979,Sudan,31.34054813,15.54952248,,,,,,,99,1
SInt-FIERI-FR-099-ITA,Italy,Roma,41.965,12.7308,Senegal,Kolda,12.9574,-14.422,Mali,-6.125955399,13.6067015,Burkina Faso,-1.656006428,12.52788264,Niger,7.936533064,15.71454308,99,1
SInt-FIERI-FR-079-ITA,Italy,Roma,41.965,12.7308,C?te d'Ivoire,Marahou̩,6.94728,-5.83201,,,,,,,,,,99,1
SInt-FIERI-FR-052-ITA,Italy,Roma,41.965,12.7308,Togo,Maritime,6.42521,1.24665,,,,,,,,,,99,1
SInt-FIERI-YSH-180-ITA,Italy,Roma,41.965,12.7308,Ethiopia,Tigray,14.1003,38.2158,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,,,,99,1
SInt-ULEI-IA-049-COD,DR Congo,Sud-Kivu,-3.10474,28.1159,Burundi,Gitega,-3.48983,29.9159,,,,,,,,,,99,1
SInt-ULEI-IA-082-COD,DR Congo,Sud-Kivu,-3.10474,28.1159,Rwanda,Western,-2.13156,29.2644,,,,,,,,,,99,1
SInt-FIERI-FR-097-ITA,Italy,Treviso,45.8092,12.2313,Nigeria,Akwa Ibom,4.89926,7.90963,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-039-ITA,Italy,Treviso,45.8092,12.2313,Ghana,Brong Ahafo,8.16555,-1.42805,Libya,17.36281363,28.84775861,,,,,,,99,1
SInt-FIERI-FR-094-ITA,Italy,Treviso,45.8092,12.2313,Nigeria,Ekiti,7.67104,5.35929,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-FR-048-ITA,Italy,Treviso,45.8092,12.2313,Somalia,Jubbada Dhexe,1.55342,42.4706,Ethiopia,39.58541543,9.425119357,Sudan,31.34054813,15.54952248,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-043-ITA,Italy,Treviso,45.8092,12.2313,Cameroon,Littoral,4.1938,10.0932,Nigeria,7.870615134,9.130848867,Niger,7.936533064,15.71454308,Libya,17.36281363,28.84775861,99,1
SInt-FIERI-FR-042-ITA,Italy,Treviso,45.8092,12.2313,Sudan,North Darfur,16.4602,25.506,Egypt,30.66905988,28.46983608,Libya,17.36281363,28.84775861,,,,99,1
SInt-FIERI-GG-094-ITA,Italy,Turin,45.1609,7.47211,Nigeria,Abia,5.57402,7.56019,Niger,7.936533064,15.71454308,Algeria,2.895104767,30.67591097,Morocco,-6.669365057,32.23764971,99,1
SInt-FIERI-FR-088-ITA,Italy,Turin,45.1609,7.47211,Niger,Agadez,19.4523,10.0991,Libya,17.36281363,28.84775861,,,,,,,99,1
SInt-FIERI-FR-083-ITA,Italy,Turin,45.1609,7.47211,Niger,Agadez,19.4523,10.0991,,,,,,,,,,99,1
