ID,Year,Group,Subgroup,Type,Subtype,Subsubtype,EventName,Country,ISO,Region,Continent,Location,Origin,AssociatedDis,AssociatedDis2,Declaration,AidContribution,DisMagValue,DisMagScale,Latitude,Longitude,LocalTime,RiverBasin,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Deaths,Injuries,Affected,Homeless,TotalAffected,ReconstructionCosts,InsuredDamages,TotalDamages,GeoLocations
1991-0691-IND,1991,Natural,Biological,Epidemic,Bacterial disease,,Cholera,India,IND,Southern Asia,Asia,Nagaon,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0072-IND,1991,Technological,Technological,Transport accident,Air,,Bae (Hal) 748,India,IND,Southern Asia,Asia,Near Bangalore,,,,,,,,,,,,1991,3,25,1991,3,25,28,,,,,,,,
1991-0214-IND,1991,Technological,Technological,Transport accident,Air,,Boeing 737,India,IND,Southern Asia,Asia,Near Imphal (Manipur state),,,,,,,,,,,,1991,8,19,1991,8,19,69,,,,,,,,
1991-0222-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Jammu Kashmir,,,,,,,,,,,,1991,8,14,1991,8,14,20,32,,,32,,,,
1991-0298-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Near Chakisais (Uttar Pradesh),,,,,,,,,,,,1991,8,8,1991,8,8,20,16,,,16,,,,
1991-0369-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Near Morovi,,,,,,,,,,,,1991,10,21,1991,10,21,20,12,,,12,,,,
1991-0372-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Bihar state,,,,,,,,,,,,1991,11,7,1991,11,7,20,40,,,40,,,,
1991-0639-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Near Simla (Himachal Pradesh state),,,,,,,,,,,,1991,3,9,1991,3,9,50,,,,,,,,
1991-0652-IND,1991,Technological,Technological,Transport accident,Road,,,India,IND,Southern Asia,Asia,Near Badrinath (Uttar Pradesh state),,,,,,,,,,,,1991,7,4,1991,7,4,40,,,,,,,,
1991-0160-IND,1991,Technological,Technological,Transport accident,Water,,,India,IND,Southern Asia,Asia,Goldavari river (Andhra Pradesh),,,,,,,,,,,,1991,5,5,1991,5,5,42,,,,,,,,
1991-0366-IND,1991,Technological,Technological,Transport accident,Water,,Ferrie,India,IND,Southern Asia,Asia,West Bengal state,,,,,,,,,,,,1991,12,25,1991,12,25,71,,,,,,,,
1991-0617-IND,1991,Technological,Technological,Transport accident,Water,,,India,IND,Southern Asia,Asia,Poohroh river (Sopore district,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0718-IND,1991,Technological,Technological,Transport accident,Water,,,India,IND,Southern Asia,Asia,West Bengal,,,,,,,,,,,,1991,1,12,1991,1,12,43,,,,,,,,
1991-0371-IND,1991,Technological,Technological,Transport accident,Rail,,,India,IND,Southern Asia,Asia,Near Jwali (Kangra district,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0640-IND,1991,Technological,Technological,Transport accident,Rail,,,India,IND,Southern Asia,Asia,Near Bilaspur ( Madhya Pradesh state),,,,,,,,,,,,1991,3,19,1991,3,19,35,,,,,,,,
1991-0367-IND,1991,Technological,Technological,Industrial accident,Explosion,,Tetile plant,India,IND,Southern Asia,Asia,Gwaltior,,,,,,,m3,,,,,1991,12,3,1991,12,3,9,100,,,100,,,,
1991-0597-IND,1991,Technological,Technological,Miscellaneous accident,Explosion,,Market,India,IND,Southern Asia,Asia,Ludhiana (Himachal Pradesh),,,,,,,,,,,,1991,10,19,1991,10,19,30,,,,,,,,
1991-0659-IND,1991,Technological,Technological,Miscellaneous accident,Explosion,,Lorry,India,IND,Southern Asia,Asia,Dahanu ( Maharashtra state),,,,,,,,,,,,1991,11,22,1991,11,22,70,,,,,,,,
1991-0313-IND,1991,Technological,Technological,Industrial accident,Poisoning,,Sold and chemical susbtances,India,IND,Southern Asia,Asia,Nagpur,,,,,,,m3,,,,,1991,8,1,1991,8,1,11,,,,,,,,
1991-0365-IND,1991,Technological,Technological,Industrial accident,Poisoning,,Methyl alcohol,India,IND,Southern Asia,Asia,,,,,,,,m3,,,,,1991,12,31,1991,12,31,86,20,,,20,,,,
1991-0676-IND,1991,Technological,Technological,Industrial accident,Poisoning,,Alcool,India,IND,Southern Asia,Asia,Delhi,,,,,,,m3,,,,,1991,11,6,1991,11,6,100,,,,,,,,
1991-0582-IND,1991,Technological,Technological,Industrial accident,Fire,,Fireworks factory,India,IND,Southern Asia,Asia,Near Sattur (Tamil Nadu state),,,,,,,m3,,,,,1991,7,12,1991,7,12,37,70,,,70,,,,
1991-0604-IND,1991,Technological,Technological,Industrial accident,Fire,,Factory,India,IND,Southern Asia,Asia,Surat (Gujarat),,,,,,,m3,,,,,1991,12,15,1991,12,15,22,,,,,,,,
1991-0666-IND,1991,Technological,Technological,Miscellaneous accident,Collapse,,Building,India,IND,Southern Asia,Asia,Calcutta,,,,,,,,,,,,1991,2,28,1991,2,28,52,,,,,,,,
1991-0370-IND,1991,Technological,Technological,Miscellaneous accident,Fire,,Fireworks shop,India,IND,Southern Asia,Asia,Ludhiana (Punjab state),,,,,,,,,,,,1991,10,18,1991,10,18,40,,,,,,,,
1991-0005-IRL,1991,Natural,Meteorological,Storm,,,Undine,Ireland,IRL,Northern Europe,Europe,,,,,No,,160,Kph,,,,,1991,1,5,1991,1,7,,,,,,,,4000,
1991-0284-IRN,1991,Natural,Geophysical,Earthquake,Ground movement,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Behbahan area,,,,No,,5,Richter,30.6 N,50.2 E,,,1991,11,4,1991,11,4,,51,1450,,1501,,,,
1991-0030-IRN,1991,Natural,Hydrological,Flood,Riverine flood,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sistan-Baluchistan,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0542-IRN,1991,Natural,Hydrological,Flood,Riverine flood,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Fars province,Heavy rains,,,No,,,Km2,,,,,1991,10,3,1991,10,6,28,14,,,14,,,404000,
1991-0763-IRN,1991,Natural,Hydrological,Flood,Riverine flood,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Khuzestan,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0635-IRN,1991,Technological,Technological,Transport accident,Road,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Near Maschad,,,,,,,,,,,,1991,1,20,1991,1,20,26,,,,,,,,
1991-0584-IRN,1991,Technological,Technological,Miscellaneous accident,Fire,,Market,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Teheran,,,,,,,,,,,,1991,7,29,1991,7,29,,,,,,,,150000,
1991-0549-IRN,1991,Natural,Meteorological,Storm,,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bushehr,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0232-IRQ,1991,Natural,Geophysical,Earthquake,Ground movement,,,Iraq,IRQ,Western Asia,Asia,Arbil Region,,,,No,,6,Richter,36.12 N,44.01 E,,,1991,7,27,1991,7,27,20,,,500,500,,,,
1991-0552-ISR,1991,Natural,Meteorological,Storm,,,,Israel,ISR,Western Asia,Asia,,,,,,,,Kph,,,,,1991,12,12,1991,12,12,5,,,,,,,,
1991-0759-ITA,1991,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Etna,Italy,ITA,Southern Europe,Europe,Zafferana,,,,,,,,37.734,15.004,,,1991,12,15,1991,12,15,,,7000,,7000,,,,
1991-0102-ITA,1991,Technological,Technological,Transport accident,Water,,"Ferry ""Moby Prince"" of Navarma and Oil Tanker ""AGAP Abruzzo""",Italy,ITA,Southern Europe,Europe,Ligurienne sea (Livorna),,,,No,,,,,,,,1991,4,11,1991,4,11,140,,,,,,,,
1991-0128-JAM,1991,Natural,Hydrological,Flood,Flash flood,,,Jamaica,JAM,Caribbean,Americas,Kingston,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0342-JOR,1991,Natural,Hydrological,Flood,Flash flood,,,Jordan,JOR,Western Asia,Asia,Karak,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0551-JOR,1991,Natural,Meteorological,Storm,,,,Jordan,JOR,Western Asia,Asia,,,,,,,,Kph,,,,,1991,12,12,1991,12,12,2,,,,,,,,
1991-0228-JPN,1991,Natural,Geophysical,Volcanic activity,Ash fall,,Unzen,Japan,JPN,Eastern Asia,Asia,Kyushu Island,,,,No,,,,32.75 N,130.3 E,,,1991,6,3,1991,6,8,43,20,10000,,10020,,,10000,
1991-0384-JPN,1991,Natural,Meteorological,Storm,Tropical cyclone,,Gladys,Japan,JPN,Eastern Asia,Asia,Kyushu Isl.,,,,,,100,Kph,,,,,1991,8,20,1991,8,20,11,,,,,,3000,5000,
1991-0526-JPN,1991,Natural,Meteorological,Storm,Tropical cyclone,,Caitlin,Japan,JPN,Eastern Asia,Asia,,,,,,,,Kph,,,,,1991,7,26,1991,7,26,,,,,,,,81500,
1991-0536-JPN,1991,Natural,Meteorological,Storm,Tropical cyclone,,Kinna,Japan,JPN,Eastern Asia,Asia,Nago Bay,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0537-JPN,1991,Natural,Meteorological,Storm,Tropical cyclone,,Luke,Japan,JPN,Eastern Asia,Asia,Chiba prefecture,,,,,,,Kph,,,,,1991,9,19,1991,9,19,18,,,,,,54000,,
1991-0539-JPN,1991,Natural,Meteorological,Storm,Tropical cyclone,,Mireille (nÂ°19),Japan,JPN,Eastern Asia,Asia,Hiroshima,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0611-JPN,1991,Technological,Technological,Transport accident,Water,,"Cargo ""Idobaruna Ii""",Japan,JPN,Eastern Asia,Asia,South of Shizuoka,,,,,,,,,,,,1991,2,16,1991,2,16,23,,,,,,,,
1991-0244-JPN,1991,Technological,Technological,Transport accident,Rail,,,Japan,JPN,Eastern Asia,Asia,Shigaraki (Near Kyoto),,,,,,,,,,,,1991,5,14,1991,5,14,42,400,,,400,,,,
1991-0266-JPN,1991,Technological,Technological,Transport accident,Rail,,,Japan,JPN,Eastern Asia,Asia,Fukuchiama,,,,,,,,,,,,1991,6,25,1991,6,25,,300,,,300,,,,
1991-0018-JPN,1991,Technological,Technological,Industrial accident,Radiation,,Radioactiv gaz,Japan,JPN,Eastern Asia,Asia,Mihama,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0073-JPN,1991,Technological,Technological,Miscellaneous accident,Collapse,,Monorail,Japan,JPN,Eastern Asia,Asia,,,,,,,,,,,,,1991,3,14,1991,3,14,14,9,,,9,,,,
1991-0420-KEN,1991,Natural,Biological,Epidemic,Bacterial disease,,,Kenya,KEN,Eastern Africa,Africa,West Pokot district,,,,,,,Vaccinated,,,,,1991,10,,1991,10,,26,,200,,200,,,,
1991-0633-KEN,1991,Technological,Technological,Transport accident,Road,,,Kenya,KEN,Eastern Africa,Africa,Machakos district,,,,,,,,,,,,1991,1,3,1991,1,3,24,,,,,,,,
1991-0634-KEN,1991,Technological,Technological,Transport accident,Road,,,Kenya,KEN,Eastern Africa,Africa,Murunga district,,,,No,,,,,,,,1991,1,4,1991,1,4,46,40,,,40,,,,
1991-0642-KEN,1991,Technological,Technological,Transport accident,Road,,,Kenya,KEN,Eastern Africa,Africa,Lamu isl.,,,,,,,,,,,,1991,4,3,1991,4,3,20,,,,,,,,
1991-0661-KEN,1991,Technological,Technological,Transport accident,Road,,,Kenya,KEN,Eastern Africa,Africa,Near Nairobi,,,,,,,,,,,,1991,12,24,1991,12,24,30,,,,,,,,
1991-0201-KEN,1991,Technological,Technological,Transport accident,Water,,"Automoteur ""Christiana Hama""",Kenya,KEN,Eastern Africa,Africa,Indian Ocean,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-9224-KEN,1991,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,Northeastern regions,,,,No,,,Km2,,,,,1991,,,1992,,,,,2700000,,2700000,,,,
1991-0211-KHM,1991,Natural,Hydrological,Flood,Riverine flood,,,Cambodia,KHM,South-Eastern Asia,Asia,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0385-KOR,1991,Natural,Meteorological,Storm,Tropical cyclone,,Gladys,Korea (the Republic of),KOR,Eastern Asia,Asia,Southern provinces,,,,,,90,Kph,,,,,1991,8,23,1991,8,23,72,,20750,,20750,,50000,310000,
1991-0255-KOR,1991,Technological,Technological,Transport accident,Road,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Pusan,,,,,,,,,,,,1991,6,26,1991,6,26,10,40,,,40,,,,
1991-0656-KOR,1991,Technological,Technological,Transport accident,Road,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Near Inje,,,,,,,,,,,,1991,11,2,1991,11,2,20,,,,,,,,
1991-0615-KOR,1991,Technological,Technological,Transport accident,Water,,"Automoteurs ""Chia Wei"" et ""Jesky Ace""",Korea (the Republic of),KOR,Eastern Asia,Asia,Mer Jaune,,,,,,,,,,,,1991,6,28,1991,6,28,32,,,,,,,,
1991-0460-KOR,1991,Technological,Technological,Industrial accident,Explosion,,,Korea (the Republic of),KOR,Eastern Asia,Asia,Pyonggang,,,,,,,m3,,,,,1991,10,30,1991,10,30,120,,,,,,,,
1991-0564-KOR,1991,Technological,Technological,Industrial accident,Explosion,,Oil Rafinery,Korea (the Republic of),KOR,Eastern Asia,Asia,Daesan,,,,,,,m3,,,,,1991,2,14,1991,2,14,,,,,,,,48600,
1991-0761-LAO,1991,Natural,Hydrological,Flood,Riverine flood,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Khammouane,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-9195-LAO,1991,Natural,Climatological,Drought,Drought,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Whole country,,,,,,132,Km2,,,,,1991,7,,1993,,,,,,,,,,1000,
1991-0701-LAO,1991,Natural,Meteorological,Storm,,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Whole country,,,,,,,Kph,,,,,1991,,,1991,,,,,38315,,38315,,,150,
1991-0321-LKA,1991,Natural,Hydrological,Flood,Riverine flood,,,Sri Lanka,LKA,Southern Asia,Asia,Galle,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0645-LKA,1991,Technological,Technological,Transport accident,Road,,,Sri Lanka,LKA,Southern Asia,Asia,Badulla,,,,,,,,,,,,1991,4,24,1991,4,24,20,,,,,,,,
1991-0099-MAR,1991,Technological,Technological,Transport accident,Road,,,Morocco,MAR,Northern Africa,Africa,Near Tanger,,,,,,,,,,,,1991,3,24,1991,3,24,44,18,,,18,,,,
1991-0344-MDG,1991,Natural,Meteorological,Storm,Tropical cyclone,,Cynthia,Madagascar,MDG,Eastern Africa,Africa,Mahajanga,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0038-MDG,1991,Technological,Technological,Transport accident,Water,,Merchant ship,Madagascar,MDG,Eastern Africa,Africa,,,,,,,,,,,,,1991,2,6,1991,2,6,36,,,,,,,,
1991-0131-MDV,1991,Natural,Meteorological,Storm,Convective storm,Severe storm,,Maldives,MDV,Southern Asia,Asia,,,,,No,,144,Kph,,,,,1991,5,27,1991,6,9,,,,23849,23849,,,30000,
1991-0179-MEX,1991,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Mexico,MEX,Central America,Americas,Tabasco,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0061-MEX,1991,Technological,Technological,Transport accident,Road,,,Mexico,MEX,Central America,Americas,Central Mexico,,,,,,,,,,,,1991,3,4,1991,3,4,18,50,,,50,,,,
1991-0231-MEX,1991,Technological,Technological,Transport accident,Rail,,,Mexico,MEX,Central America,Americas,San Joaquim (Guam Ajuato State),,,,,,,,,,,,1991,9,2,1991,9,2,11,6,,,6,,,,
1991-0402-MEX,1991,Technological,Technological,Transport accident,Rail,,,Mexico,MEX,Central America,Americas,Tehuacan,,,,,,,,,,,,1991,11,19,1991,11,19,75,24,,,24,,,,
1991-0051-MEX,1991,Technological,Technological,Industrial accident,Explosion,,Petrochimicals,Mexico,MEX,Central America,Americas,Coatzacoalas,,,,,,,m3,,,,,1991,3,11,1991,3,11,2,122,,,122,,,150000,
1991-0156-MEX,1991,Technological,Technological,Industrial accident,Explosion,,Chemical plant,Mexico,MEX,Central America,Americas,Cordoba (Veracruz State),,,,,,,m3,,,,,1991,5,6,1991,5,6,,300,500,1600,2400,,,,
1991-0054-MEX,1991,Technological,Technological,Industrial accident,Chemical spill,,Hydrochloric,Mexico,MEX,Central America,Americas,Mexico city,,,,,,,m3,,,,,1991,5,21,1991,5,21,,200,,,200,,,,
1991-0430-MEX,1991,Technological,Technological,Industrial accident,Chemical spill,,Liquid ammonia,Mexico,MEX,Central America,Americas,Guadalajara,,,,,,,m3,,,,,1991,7,22,1991,7,22,,,30000,,30000,,,,
1991-0024-MEX,1991,Technological,Technological,Industrial accident,Other,,,Mexico,MEX,Central America,Americas,,,,,,,,m3,,,,,1991,2,2,1991,2,2,,,,,,,,,
1991-0044-MEX,1991,Technological,Technological,Miscellaneous accident,Other,,,Mexico,MEX,Central America,Americas,Chalma,,,,,,,,,,,,1991,2,13,1991,2,13,42,25,,,25,,,,
1991-0401-MEX,1991,Technological,Technological,Miscellaneous accident,Other,,Church,Mexico,MEX,Central America,Americas,San Luis Pontosi,,,,,,,,,,,,1991,12,29,1991,12,29,30,,,,,,,,
1991-0331-MEX,1991,Technological,Technological,Miscellaneous accident,Fire,,Office building,Mexico,MEX,Central America,Americas,Central Mexico,,,,,,,,,,,,1991,5,30,1991,5,30,17,72,,,72,,,,
1991-0403-MEX,1991,Natural,Meteorological,Storm,,,,Mexico,MEX,Central America,Americas,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0452-MEX,1991,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,Sinalda province,,,,,,,Km2,,,,,1991,1,4,1991,1,4,,,,22000,22000,,,2000,
1991-0456-MHL,1991,Natural,Meteorological,Storm,Tropical cyclone,,Zelda,Marshall Islands (the),MHL,Micronesia,Oceania,,,,,,,,Kph,,,,,1991,11,28,1991,11,28,,,,6000,6000,,,,
1991-0626-MLI,1991,Technological,Technological,Transport accident,Water,,Pirogue,Mali,MLI,Western Africa,Africa,Near Segou,,,,,,,,,,,,1991,10,18,1991,10,18,52,,,,,,,,
1991-9346-MLI,1991,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,,,,,,,,Km2,,,,,1991,3,,1991,,,,,302000,,302000,,,,
1991-0609-MLT,1991,Technological,Technological,Transport accident,Water,,"Vraquier ""Continental Lotus""",Malta,MLT,Southern Europe,Europe,Atlantique,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0001-MMR,1991,Natural,Geophysical,Earthquake,Ground movement,,,Myanmar,MMR,South-Eastern Asia,Asia,Thabeikkyin area,,,,No,,7,Richter,23.5 N,96.3 E,,,1991,1,5,1991,1,5,,,160,,160,,,,
1991-0168-MMR,1991,Natural,Hydrological,Flood,Riverine flood,,,Myanmar,MMR,South-Eastern Asia,Asia,Sagaing,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0360-MMR,1991,Technological,Technological,Industrial accident,Poisoning,,Methanol,Myanmar,MMR,South-Eastern Asia,Asia,Okkapala district,,,,,,,m3,,,,,1991,6,12,1991,6,12,28,123,,,123,,,,
1991-0572-MMR,1991,Technological,Technological,Industrial accident,Fire,,Entrepot,Myanmar,MMR,South-Eastern Asia,Asia,Bassein,,,,,,,m3,,,,,1991,3,30,1991,3,30,20,,,,,,,,
1991-0106-MMR,1991,Technological,Technological,Miscellaneous accident,Fire,,,Myanmar,MMR,South-Eastern Asia,Asia,Mandalay division,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0347-MNG,1991,Natural,Meteorological,Storm,Convective storm,Severe storm,,Mongolia,MNG,Eastern Asia,Asia,Uburkhangai,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0058-MOZ,1991,Technological,Technological,Transport accident,Rail,,,Mozambique,MOZ,Eastern Africa,Africa,Nacala (Nampula province),,,,,,,,,,,,1991,3,5,1991,3,5,109,100,,,100,,,,
1991-0762-MRT,1991,Natural,Meteorological,Storm,,,,Mauritania,MRT,Western Africa,Africa,Nouakchott,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0125-MUS,1991,Natural,Meteorological,Storm,Tropical cyclone,,Bella,Mauritius,MUS,Eastern Africa,Africa,Rodrigues Isl.,,,,,,210,Kph,,,,,1991,1,25,1991,1,25,,,6000,1500,7500,,,,
1991-0771-MYS,1991,Natural,Biological,Epidemic,Viral disease,,Dengue fever,Malaysia,MYS,South-Eastern Asia,Asia,Kuala Lumpur + other areas,,,,,,,Vaccinated,,,,,1991,,,1991,,,263,,3750,,3750,,,,
1991-0772-MYS,1991,Technological,Technological,Transport accident,Water,,,Malaysia,MYS,South-Eastern Asia,Asia,Near Batu Pahat,,,,,,,,,,,,1991,6,26,1991,6,26,120,,,,,,,,
1991-0345-MYS,1991,Technological,Technological,Industrial accident,Explosion,,Fireworks factory,Malaysia,MYS,South-Eastern Asia,Asia,Sungei (Near Kuala Lumpur),,,,,,,m3,,,,,1991,5,7,1991,5,7,56,61,,,61,,,,
1991-0638-NAM,1991,Technological,Technological,Transport accident,Road,,,Namibia,NAM,Southern Africa,Africa,Near Tsumeb,,,,,,,,,,,,1991,3,1,1991,3,1,20,,,,,,,,
1991-0187-NER,1991,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Niger (the),NER,Western Africa,Africa,Diffa,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0092-NER,1991,Natural,Biological,Epidemic,Viral disease,,,Niger (the),NER,Western Africa,Africa,Dosso,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0153-NGA,1991,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Nigeria,NGA,Western Africa,Africa,Bauchi State,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-0348-NGA,1991,Natural,Biological,Epidemic,Viral disease,,Yellow fever,Nigeria,NGA,Western Africa,Africa,Ika Area (Bendel State),,,,,,,Vaccinated,,,,,1991,4,,1991,4,,400,,1200,,1200,,,,
1991-0196-NGA,1991,Technological,Technological,Transport accident,Road,,,Nigeria,NGA,Western Africa,Africa,Okene,,,,,,,,,,,,1991,7,3,1991,7,3,52,,,,,,,,
1991-0413-NGA,1991,Technological,Technological,Transport accident,Road,,,Nigeria,NGA,Western Africa,Africa,Akwa-Ibom,,,,No,,,,,,,,1991,12,22,1991,12,22,42,,,,,,,,
1991-0414-NGA,1991,Technological,Technological,Transport accident,Water,,Boat,Nigeria,NGA,Western Africa,Africa,Lagos Canal,,,,,,,,,,,,1991,10,28,1991,10,28,30,,,,,,,,
1991-0080-NGA,1991,Technological,Technological,Industrial accident,Fire,,Tanker,Nigeria,NGA,Western Africa,Africa,Gongola State,,,,,,,m3,,,,,1991,4,7,1991,4,7,14,33,,,33,,,,
1991-0479-NIC,1991,Natural,Climatological,Wildfire,Forest fire,,,Nicaragua,NIC,Central America,Americas,North-West,,,,No,,500,Km2,,,,,1991,1,15,1991,3,12,,,,,,,,80000,
1991-0695-NIC,1991,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Nicaragua,NIC,Central America,Americas,,,,,,,,Vaccinated,,,,,1991,1,1,1991,1,1,2,,381,,381,,,,
1991-0603-NLD,1991,Technological,Technological,Industrial accident,Explosion,,Petrochimical factory,Netherlands (the),NLD,Western Europe,Europe,Rotterdam,,,,,,,m3,,,,,1991,12,13,1991,12,13,6,,,,,,,38000,
1991-0252-NPL,1991,Technological,Technological,Transport accident,Road,,,Nepal,NPL,Southern Asia,Asia,Kathmandu,,,,,,,,,,,,1991,5,21,1991,5,21,20,35,,,35,,,,
1991-0705-NPL,1991,Technological,Technological,Miscellaneous accident,Fire,,,Nepal,NPL,Southern Asia,Asia,,,,,,,,,,,,,1991,3,,1991,3,,41,44,233,,277,,,260,
1991-0670-NPL,1991,Natural,Biological,Epidemic,,,Gastroenteritis,Nepal,NPL,Southern Asia,Asia,Katmandu valley,,,,,,,Vaccinated,,,,,1991,6,15,1991,6,15,1334,,45341,,45341,,,,
1991-0703-NPL,1991,Natural,Hydrological,Flood,,,,Nepal,NPL,Southern Asia,Asia,,,,,,,,Km2,,,,,1991,3,,1991,3,,51,32,450,,482,,,,
