studyCountry,studyCity,studyLon,studyLat,birthCountry,countryID,contactCountry,contactCity,contactLon,contactLat,weight,total_at_cp,country_at_cp,isBoth,
Italy,Turin,7.47211,45.1609,Somalia,99,Sweden,,14.5208584,59.6749712,3,30,6,0,
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,Switzerland,,8.2319736,46.7985624,3,14,10,0,
Ethiopia,Afar,41.0236,12.1232,Eritrea,3,Switzerland,,8.2319736,46.7985624,1,14,10,0,
Greece,Athens Area,23.7997,38.0626,Afghanistan,1,Switzerland,,8.2319736,46.7985624,3,14,4,0,
Italy,Roma,12.7308,41.965,Eritrea,3,Switzerland,,8.2319736,46.7985624,5,14,10,0,
Italy,Turin,7.47211,45.1609,Eritrea,3,Switzerland,,8.2319736,46.7985624,1,14,10,0,
Greece,Voreio Aigaio,25.2262,39.9531,Afghanistan,1,Switzerland,,8.2319736,46.7985624,1,14,4,0,
Jordan,Irbid,35.8195,32.5559,Syria,4,Syria,,39.0494106,34.6401861,2,2,2,0,
Jordan,Mafraq,37.6195,32.2481,Syria,4,Turkey,,34.9249653,38.9597594,4,5,5,0,
Italy,Udine,13.1961,46.0839,Pakistan,5,Turkey,,34.9249653,38.9597594,1,5,1,0,
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,UK,,-1.462061885,52.28097045,1,15,5,0,
Jordan,Ajlun,35.761,32.2932,Syria,4,UK,,-1.462061885,52.28097045,1,15,7,0,
Greece,Athens Area,23.7997,38.0626,Syria,4,UK,,-1.462061885,52.28097045,1,15,7,0,
Jordan,Irbid,35.8195,32.5559,Syria,4,UK,,-1.462061885,52.28097045,4,15,7,0,
Jordan,Mafraq,37.6195,32.2481,Syria,4,UK,,-1.462061885,52.28097045,1,15,7,0,
Italy,Roma,12.7308,41.965,Eritrea,3,UK,,-1.462061885,52.28097045,4,15,5,0,
Italy,Turin,7.47211,45.1609,Nigeria,99,UK,,-1.462061885,52.28097045,1,15,1,0,
Italy,Udine,13.1961,46.0839,Pakistan,5,UK,,-1.462061885,52.28097045,2,15,2,0,
Jordan,Irbid,35.8195,32.5559,Syria,4,United Arab Emirates,,53.9994829,24.0002488,5,5,5,0,
Ethiopia,Addis Ababa,38.7815,8.966,Eritrea,3,USA,,-100.4458825,39.7837304,4,30,17,0,
Ethiopia,Afar,41.0236,12.1232,Eritrea,3,USA,,-100.4458825,39.7837304,1,30,17,0,
Jordan,Ajlun,35.761,32.2932,Syria,4,USA,,-100.4458825,39.7837304,1,30,7,0,
Jordan,Irbid,35.8195,32.5559,Syria,4,USA,,-100.4458825,39.7837304,4,30,7,0,
Pakistan,Khyber Pakhtunkhwa,72.6402,34.9407,Pakistan,5,USA,,-100.4458825,39.7837304,1,30,1,0,
Jordan,Mafraq,37.6195,32.2481,Syria,4,USA,,-100.4458825,39.7837304,2,30,7,0,
Italy,Roma,12.7308,41.965,Eritrea,3,USA,,-100.4458825,39.7837304,10,30,17,0,
Italy,Roma,12.7308,41.965,Sudan,99,USA,,-100.4458825,39.7837304,1,30,2,0,
Pakistan,Sind,68.8685,26.3734,Afghanistan,1,USA,,-100.4458825,39.7837304,1,30,3,0,
Ethiopia,Tigray,38.2158,14.1003,Eritrea,3,USA,,-100.4458825,39.7837304,2,30,17,0,
Italy,Trieste,13.7799,45.6866,Afghanistan,1,USA,,-100.4458825,39.7837304,1,30,3,0,
Italy,Turin,7.47211,45.1609,Nigeria,99,USA,,-100.4458825,39.7837304,1,30,2,0,
Italy,Udine,13.1961,46.0839,Afghanistan,1,USA,,-100.4458825,39.7837304,1,30,3,0,
