studyCountry;originCountry;siteType;IDPCamp;gender;age;martialStatus;education;protectionStatus
300;180;1;1;1;4;5;2;1
380;586;1;0;1;2;4;2;2
300;586;1;0;1;2;1;2;1
300;4;2;0;1;3;2;2;1
300;180;1;1;1;3;1;2;4
300;586;1;0;1;2;1;2;1
300;586;1;0;1;3;2;2;4
300;586;1;0;1;2;1;2;1
300;180;1;1;1;4;3;2;1
300;180;1;1;2;2;1;2;1
300;180;3;1;1;4;3;2;1
300;180;1;1;1;3;1;2;1
300;180;3;1;1;3;1;2;1
300;180;1;1;2;5;1;2;1
300;180;3;1;1;3;1;2;1
300;180;1;1;1;3;1;2;1
300;180;1;1;2;3;1;2;1
380;999;1;0;1;2;3;2;1
380;999;1;0;1;4;2;2;4
380;999;2;1;1;2;1;2;3
300;586;1;0;1;2;1;2;1
300;586;1;0;1;2;1;2;4
300;180;1;1;1;3;2;2;1
300;180;1;1;1;4;3;2;1
300;180;1;1;1;3;1;2;1
380;999;1;1;1;2;1;2;3
380;999;1;0;1;4;2;2;#NULL!
380;999;1;0;1;2;1;2;4
380;999;1;1;1;5;2;2;4
300;586;1;0;1;3;2;2;4
300;586;1;0;1;3;1;2;4
300;180;1;1;2;4;1;2;2
300;586;1;0;1;2;1;2;98
300;586;1;0;2;2;1;2;2
300;586;1;0;1;2;1;2;4
300;180;1;1;1;3;3;2;1
300;180;1;1;1;3;1;2;1
300;180;1;1;1;2;3;2;4
300;180;1;0;1;4;3;2;3
300;180;3;1;2;3;1;2;1
300;180;3;1;2;3;1;2;1
380;4;1;0;1;3;3;2;2
380;999;1;1;2;2;3;2;1
380;999;1;0;1;2;1;2;1
300;4;1;1;1;4;2;2;1
380;232;1;0;1;4;2;2;2
300;4;1;0;1;3;2;2;2
380;232;1;0;1;4;2;2;2
380;999;1;0;1;2;1;2;3
380;760;3;1;1;2;1;2;2
380;999;2;0;1;2;1;2;2
300;4;1;1;1;2;1;2;1
300;4;1;0;1;4;2;2;2
380;999;3;1;1;3;1;2;2
300;4;1;1;2;2;2;2;1
380;232;1;0;2;4;2;2;2
380;999;1;1;1;2;1;2;3
380;232;1;0;1;5;2;2;2
380;999;1;1;1;2;#NULL!;2;2
380;999;2;1;1;2;3;2;2
380;999;3;0;2;2;3;2;2
380;999;1;0;3;2;3;2;2
380;999;1;1;2;3;5;2;2
380;999;1;0;1;2;#NULL!;2;1
300;4;1;1;2;2;4;2;1
380;999;3;1;1;2;1;2;1
380;999;1;0;1;3;3;2;2
380;232;1;0;1;4;2;2;2
380;999;1;1;1;3;1;2;3
380;232;1;1;1;6;2;2;2
380;999;1;0;1;4;2;2;2
380;232;1;0;1;2;2;2;2
380;4;2;0;1;2;1;2;2
380;999;1;0;1;2;1;2;3
380;999;1;0;2;4;2;2;2
380;999;1;1;1;2;1;2;2
380;232;1;1;2;4;3;2;2
380;999;1;0;2;5;5;2;#NULL!
300;4;1;1;1;2;1;2;1
300;4;1;1;1;2;2;2;1
300;4;1;1;1;1;1;2;1
300;4;1;1;1;4;2;2;1
300;4;1;0;2;3;2;2;2
380;999;1;1;1;2;1;2;2
380;999;3;0;1;2;1;2;2
300;4;1;1;2;3;2;2;1
300;4;1;1;2;1;2;2;2
380;232;1;0;1;4;2;2;2
380;232;1;0;1;3;2;2;2
380;232;1;0;1;2;1;2;2
380;999;1;0;2;4;1;2;#NULL!
380;232;1;0;1;3;1;2;2
380;232;1;0;1;3;1;2;2
380;232;1;0;1;3;1;2;2
380;999;1;0;2;3;1;2;2
380;999;1;1;1;1;1;2;3
380;232;1;0;1;4;2;2;2
380;232;1;0;1;3;1;2;2
380;999;1;0;1;3;2;2;2
380;4;1;0;1;2;1;2;2
380;999;1;0;1;3;4;2;1
380;232;1;0;1;3;1;2;2
380;232;1;1;1;3;1;2;2
380;999;1;0;2;3;1;2;2
380;999;1;1;1;2;1;2;2
300;4;1;0;1;3;2;2;1
380;999;1;1;2;3;5;2;1
380;999;1;0;2;2;3;2;2
380;999;2;0;2;3;1;2;2
380;232;1;0;1;3;1;2;2
380;999;1;0;2;3;3;2;1
380;232;1;0;1;4;2;2;2
380;232;1;0;1;2;2;2;2
380;232;1;0;2;4;1;2;2
380;999;1;0;1;2;1;2;3
380;232;1;0;1;4;1;2;2
380;999;1;1;1;2;3;2;3
380;232;1;0;1;4;1;2;#NULL!
380;232;1;0;1;3;1;2;2
380;999;1;0;1;4;2;2;3
380;232;1;0;1;2;1;2;2
380;4;1;0;1;3;1;2;2
380;232;1;0;1;3;1;2;2
380;999;1;0;2;5;1;2;#NULL!
380;999;1;0;1;2;1;2;3
380;999;1;0;1;2;3;2;3
380;232;1;0;1;4;1;2;2
380;999;1;0;1;2;1;2;2
380;232;1;0;1;2;1;2;2
380;232;1;0;1;3;1;2;2
380;586;1;0;1;2;1;2;2
380;999;3;0;1;3;2;2;3
380;232;1;0;1;3;2;2;#NULL!
380;999;1;0;1;2;1;2;3
380;999;1;0;1;2;3;2;2
380;4;1;0;1;2;1;2;2
380;999;1;0;1;3;3;2;2
380;999;1;0;1;2;1;2;#NULL!
380;999;1;0;1;2;1;2;3
380;999;1;0;1;2;3;2;3
380;999;1;0;1;4;2;2;#NULL!
380;999;1;0;2;2;3;2;1
380;999;1;0;1;2;3;2;3
380;999;1;0;1;2;1;2;2
380;999;1;1;1;4;2;2;2
380;999;1;0;1;1;1;2;2
380;999;1;0;1;4;2;2;2
380;999;1;1;2;3;3;2;2
380;999;1;0;2;2;3;2;1
300;4;1;0;1;2;1;2;1
300;760;1;0;1;2;1;2;2
300;4;1;0;1;2;1;2;2
380;999;1;1;1;2;1;2;1
380;999;1;0;1;2;1;2;2
380;999;1;0;1;3;2;2;2
380;999;1;0;2;2;1;2;1
380;999;1;0;1;2;1;2;2
380;232;1;0;1;3;1;2;2
400;760;3;1;2;4;2;2;#NULL!
400;760;3;1;2;2;4;2;#NULL!
231;232;3;1;1;3;2;2;2
231;232;3;1;2;2;4;2;2
231;232;3;1;2;2;2;2;2
231;232;3;1;1;3;1;2;2
231;232;3;1;1;1;1;2;#NULL!
231;232;3;1;2;2;1;2;2
231;232;3;1;1;3;2;2;2
231;232;3;1;1;2;1;2;2
231;232;3;1;1;3;1;2;2
400;760;3;1;1;4;2;2;#NULL!
231;232;3;0;1;4;2;2;#NULL!
231;232;3;1;2;3;2;2;#NULL!
231;232;3;1;1;2;1;2;2
400;760;3;1;1;3;2;2;#NULL!
231;232;3;0;1;3;2;2;2
231;232;3;1;2;2;4;2;#NULL!
231;232;3;0;1;4;1;2;2
231;232;3;1;1;3;1;2;#NULL!
300;4;2;0;1;3;1;2;4
231;232;3;1;1;2;3;2;#NULL!
300;4;1;0;2;2;2;2;1
180;180;1;0;1;6;5;2;#NULL!
231;232;3;1;2;2;2;2;#NULL!
400;760;1;0;2;4;5;2;#NULL!
231;232;1;0;1;2;1;2;1
231;232;1;0;2;1;1;2;2
231;232;2;1;1;1;1;2;2
231;232;2;1;1;1;1;2;2
231;232;3;1;2;2;1;2;#NULL!
231;232;2;1;1;2;2;2;2
586;4;1;1;1;4;2;2;4
400;760;1;0;1;4;2;2;#NULL!
231;232;3;1;2;2;1;2;#NULL!
231;232;1;0;2;1;1;2;2
231;232;1;0;2;1;1;2;2
231;232;1;0;1;1;1;2;#NULL!
586;586;2;0;1;3;2;2;#NULL!
400;760;2;0;2;4;2;2;#NULL!
400;760;3;0;1;2;1;2;#NULL!
400;760;3;0;1;2;1;2;#NULL!
400;760;1;0;1;3;2;2;#NULL!
231;232;1;0;1;1;1;2;#NULL!
231;232;1;0;2;2;1;2;#NULL!
231;232;1;0;1;1;1;2;#NULL!
231;232;1;0;1;1;1;2;1
231;232;1;0;2;2;1;2;#NULL!
586;4;1;0;2;4;2;2;#NULL!
400;760;1;0;1;4;2;2;#NULL!
180;180;1;0;1;3;2;2;#NULL!
180;180;1;0;1;3;2;2;#NULL!
586;586;1;0;1;2;2;2;#NULL!
180;180;2;0;2;3;2;2;#NULL!
180;180;1;0;2;3;2;2;#NULL!
180;180;2;0;1;3;3;2;#NULL!
180;180;1;0;2;2;2;2;#NULL!
400;760;1;0;2;3;2;2;#NULL!
586;586;1;0;1;2;1;2;#NULL!
400;760;2;0;2;3;2;2;#NULL!
180;180;1;0;2;3;2;2;#NULL!
400;760;1;0;2;3;2;2;#NULL!
586;4;1;0;1;3;2;2;4
180;180;1;0;2;2;2;2;#NULL!
180;180;1;0;2;3;2;2;#NULL!
180;180;1;0;1;3;3;2;#NULL!
180;180;1;0;2;2;3;2;#NULL!
231;999;1;0;2;2;2;2;2
231;232;1;0;2;2;2;2;2
400;760;1;0;1;5;2;2;#NULL!
180;180;1;0;1;4;3;2;#NULL!
180;180;1;0;1;4;2;2;#NULL!
180;180;1;0;2;2;3;2;#NULL!
231;232;1;0;1;4;2;2;2
180;180;1;0;2;2;2;2;#NULL!
180;180;1;0;2;2;2;2;#NULL!
180;180;1;0;1;3;3;2;#NULL!
180;180;2;0;1;5;2;2;#NULL!
231;232;1;0;2;2;2;2;2
231;232;1;0;2;2;1;2;2
231;999;1;0;2;2;1;2;2
180;180;2;0;2;2;2;2;#NULL!
180;180;1;0;1;3;2;2;#NULL!
231;232;1;0;1;2;1;2;2
180;180;1;0;1;5;2;2;#NULL!
400;760;3;0;1;1;1;2;#NULL!
180;180;2;0;1;5;2;2;#NULL!
180;180;1;0;2;5;2;2;#NULL!
231;232;1;0;2;4;2;2;98
180;180;1;0;1;3;3;2;#NULL!
586;586;2;0;1;3;2;2;#NULL!
180;180;1;0;1;4;2;2;#NULL!
180;180;1;0;1;6;2;2;#NULL!
180;180;2;0;1;2;3;2;#NULL!
180;180;2;0;1;3;2;2;#NULL!
180;180;2;0;2;2;3;2;#NULL!
231;232;1;0;2;3;2;2;2
231;232;1;0;2;2;2;2;2
231;232;1;0;2;2;2;2;2
231;232;1;0;1;4;2;2;2
231;232;1;0;2;2;2;2;2
231;232;1;0;2;2;2;2;2
231;232;1;0;1;3;1;2;2
231;232;1;0;2;3;2;2;2
231;232;1;0;1;3;2;2;2
231;232;1;0;1;2;1;2;2
231;232;1;0;1;2;1;2;#NULL!
231;232;1;0;2;2;1;2;2
400;760;2;0;2;4;5;2;#NULL!
231;232;1;0;1;2;1;2;2
231;232;1;0;1;1;1;2;2
231;232;1;0;2;3;5;2;1
231;232;1;0;2;2;1;2;2
231;232;1;0;1;3;1;2;98
231;232;1;0;1;3;2;2;2
400;760;1;0;1;2;2;2;#NULL!
180;180;1;0;2;3;3;2;#NULL!
231;232;1;0;1;2;1;2;#NULL!
231;232;1;0;1;2;1;2;2
231;232;1;0;2;1;1;2;2
231;232;1;0;2;2;1;2;2
231;232;1;0;1;4;2;2;2
180;180;1;0;2;3;2;2;#NULL!
231;232;1;0;1;2;1;2;#NULL!
231;232;1;0;1;2;1;2;2
180;180;1;0;1;5;3;2;#NULL!
231;232;1;0;1;2;1;2;98
586;4;1;0;2;3;4;2;#NULL!
231;232;1;0;2;2;3;2;#NULL!
180;180;2;0;1;5;2;2;#NULL!
231;232;1;0;1;2;1;2;2
180;180;1;0;1;3;3;2;#NULL!
231;999;1;0;2;3;1;2;#NULL!
180;180;2;0;1;5;2;2;#NULL!
231;232;1;0;1;3;1;2;98
300;4;1;0;1;3;2;2;2
231;232;1;0;1;3;2;2;2
231;232;1;0;1;2;1;2;2
231;232;1;0;2;2;2;2;2
231;232;1;0;1;3;1;2;#NULL!
231;232;1;0;1;3;1;2;#NULL!
586;586;1;0;1;2;2;2;#NULL!
586;586;1;0;1;2;1;2;#NULL!
586;4;1;0;1;2;2;2;#NULL!
400;760;1;0;1;3;2;2;#NULL!
586;4;1;0;1;4;2;2;#NULL!
231;232;3;1;1;2;2;2;#NULL!
231;232;1;0;2;1;1;2;#NULL!
231;232;1;0;1;3;2;2;#NULL!
586;4;1;0;1;3;2;2;1
180;180;1;0;1;3;2;2;#NULL!
180;180;1;0;2;2;1;2;#NULL!
180;180;2;0;1;3;1;2;#NULL!
400;760;2;0;2;2;2;2;#NULL!
231;232;3;1;2;2;1;2;#NULL!
400;760;2;0;2;2;2;2;#NULL!
180;180;1;0;2;3;2;2;#NULL!
231;232;3;1;2;2;4;2;#NULL!
180;180;1;0;1;3;2;2;#NULL!
231;232;1;0;1;1;1;2;#NULL!
180;180;1;0;1;3;2;2;#NULL!
231;232;1;1;2;3;1;2;#NULL!
180;180;1;0;1;2;1;2;#NULL!
180;180;1;0;1;3;1;2;#NULL!
180;180;1;0;2;2;3;2;#NULL!
180;180;2;0;1;3;2;2;#NULL!
231;232;3;1;1;5;1;2;#NULL!
231;232;3;1;1;2;1;2;2
231;232;3;1;1;2;1;2;2
231;232;3;1;2;3;1;2;2
180;180;2;0;1;6;3;2;#NULL!
180;180;1;0;1;5;2;2;#NULL!
400;760;3;1;1;2;1;2;#NULL!
231;232;1;0;1;2;1;2;#NULL!
400;760;3;1;2;3;2;2;#NULL!
400;760;3;1;2;3;1;2;#NULL!
586;4;1;0;1;3;2;2;#NULL!
586;4;1;0;2;2;2;2;#NULL!
300;586;1;0;2;4;2;3;1
300;586;1;0;1;2;1;3;1
300;180;1;1;1;3;1;3;1
300;180;1;1;1;4;1;3;1
380;999;1;0;1;4;3;3;3
300;586;1;0;1;2;1;3;1
380;999;1;0;2;2;1;3;3
380;586;1;1;1;2;1;3;1
380;999;2;0;1;2;1;3;2
380;180;1;1;1;2;1;3;1
380;586;1;1;1;2;1;3;1
380;999;3;0;1;3;1;3;2
300;4;1;1;2;1;1;3;1
380;999;1;1;1;2;3;3;2
380;232;2;0;2;4;1;3;#NULL!
380;586;1;1;1;2;1;3;1
380;180;1;1;1;5;2;3;2
300;4;1;1;2;3;2;3;1
380;999;1;0;1;2;2;3;4
380;999;1;1;1;2;1;3;1
300;4;1;1;2;2;1;3;1
380;180;1;1;1;5;5;3;2
300;4;1;0;2;2;2;3;1
380;586;1;0;1;4;2;3;2
380;232;1;0;1;4;2;3;2
380;999;1;0;1;3;2;3;2
380;999;1;0;1;2;3;3;3
380;232;1;0;1;3;2;3;#NULL!
380;232;1;0;1;3;1;3;2
380;999;1;0;2;2;3;3;4
380;232;1;0;1;3;2;3;2
380;232;1;0;1;3;2;3;2
380;232;1;0;1;2;1;3;2
380;232;1;0;1;3;1;3;2
380;232;1;0;1;3;2;3;2
380;999;1;0;1;2;2;3;#NULL!
380;4;2;0;1;2;1;3;#NULL!
380;232;1;0;1;4;2;3;2
380;999;1;0;1;3;1;3;3
380;586;1;0;1;3;2;3;1
380;999;1;1;1;2;1;3;1
380;232;1;0;1;3;2;3;2
380;999;1;0;1;2;1;3;1
380;232;1;0;1;4;1;3;2
380;232;1;0;1;3;1;3;2
380;999;1;0;2;2;1;3;1
380;999;1;1;2;3;2;3;3
380;999;1;1;1;2;1;3;2
380;999;1;1;1;4;2;3;2
380;999;1;0;1;2;1;3;3
380;999;1;0;1;4;2;3;3
380;999;1;0;2;2;3;3;2
300;4;1;0;1;4;2;3;4
300;4;1;0;2;2;3;3;2
300;586;1;0;1;2;1;3;1
380;999;1;0;1;5;2;3;3
380;999;3;0;1;2;1;3;4
380;999;3;1;1;2;1;3;3
380;999;1;1;1;5;4;3;2
380;232;1;0;1;3;1;3;2
380;999;1;0;2;5;1;3;2
231;232;3;1;2;2;1;3;2
400;760;3;1;1;3;1;3;#NULL!
400;760;3;1;1;5;2;3;#NULL!
400;760;3;1;2;3;2;3;#NULL!
400;760;3;1;1;2;2;3;#NULL!
231;232;3;1;1;3;2;3;2
400;760;3;1;1;4;2;3;#NULL!
231;232;3;1;1;3;2;3;2
231;232;3;1;1;3;1;3;2
400;760;3;1;1;2;1;3;1
231;232;3;1;1;3;1;3;2
231;232;1;0;1;2;1;3;#NULL!
231;232;3;1;1;4;2;3;2
231;232;3;1;1;3;1;3;2
231;232;3;1;1;4;2;3;2
180;180;2;0;1;4;2;3;#NULL!
180;180;2;0;1;5;2;3;#NULL!
231;232;2;0;1;3;2;3;#NULL!
231;232;1;0;2;1;1;3;2
231;232;1;0;2;1;1;3;2
231;232;1;0;1;1;1;3;#NULL!
400;760;1;0;2;2;1;3;#NULL!
231;232;1;0;1;2;1;3;2
231;232;1;0;1;2;1;3;2
400;760;1;0;1;5;2;3;#NULL!
400;760;1;0;1;2;1;3;#NULL!
400;760;1;0;2;2;2;3;1
400;760;1;0;1;4;2;3;#NULL!
400;760;1;0;1;2;1;3;#NULL!
400;760;2;0;2;2;4;3;#NULL!
231;232;2;0;1;3;2;3;2
586;4;1;0;1;3;2;3;#NULL!
586;586;1;0;1;3;2;3;#NULL!
586;4;1;0;2;5;2;3;#NULL!
180;180;2;0;1;5;2;3;#NULL!
231;232;1;0;1;5;2;3;2
400;760;1;0;2;2;2;3;#NULL!
180;180;1;0;1;2;1;3;#NULL!
231;232;1;0;1;3;1;3;2
400;760;1;0;2;2;1;3;#NULL!
231;232;1;0;2;2;2;3;2
400;760;1;0;1;3;2;3;#NULL!
400;760;1;0;1;3;2;3;1
400;760;2;0;1;2;2;3;1
231;232;1;0;1;3;1;3;#NULL!
400;760;1;0;2;3;2;3;#NULL!
231;232;1;0;2;3;1;3;2
400;760;1;0;1;3;2;3;#NULL!
400;760;1;0;2;2;2;3;1
400;760;1;0;2;4;2;3;#NULL!
400;760;1;0;2;2;2;3;#NULL!
231;232;1;0;1;3;1;3;2
231;999;1;0;1;4;1;3;2
400;760;1;0;1;3;2;3;#NULL!
180;180;2;0;1;3;2;3;#NULL!
231;232;1;0;2;4;2;3;2
180;180;2;0;1;4;2;3;#NULL!
231;999;1;0;1;6;2;3;2
400;760;3;1;1;2;1;3;#NULL!
231;232;1;0;2;2;2;3;2
231;232;1;0;2;2;2;3;2
231;232;1;0;2;2;1;3;2
231;232;1;0;1;4;1;3;98
231;232;1;0;1;3;1;3;#NULL!
231;232;1;0;1;2;1;3;2
231;232;1;0;2;2;1;3;2
400;760;1;0;1;3;2;3;#NULL!
231;232;1;0;1;3;2;3;4
231;232;1;0;1;3;1;3;98
180;180;1;0;1;2;1;3;#NULL!
231;232;1;0;1;3;2;3;2
231;232;1;0;1;3;2;3;2
231;232;1;0;1;2;3;3;#NULL!
586;586;1;0;1;3;1;3;#NULL!
231;232;1;0;1;4;2;3;#NULL!
586;586;1;0;2;3;1;3;#NULL!
231;232;3;1;1;3;2;3;#NULL!
231;232;1;0;1;5;2;3;1
586;586;1;0;1;2;1;3;#NULL!
400;760;2;0;1;2;2;3;#NULL!
231;232;3;1;1;3;2;3;2
231;232;1;0;1;1;1;3;#NULL!
180;180;2;0;1;2;1;3;#NULL!
231;232;1;1;1;2;1;3;#NULL!
231;232;1;0;1;2;1;3;#NULL!
231;232;1;0;1;4;1;3;#NULL!
180;180;1;0;1;2;1;3;#NULL!
180;180;2;0;1;4;3;3;#NULL!
180;180;2;0;1;2;1;3;#NULL!
231;232;1;0;1;2;2;3;#NULL!
180;180;1;0;1;2;1;3;#NULL!
231;232;1;0;1;1;1;3;#NULL!
180;180;2;0;1;6;2;3;#NULL!
180;180;1;0;1;3;1;3;#NULL!
231;232;1;0;1;2;1;3;#NULL!
231;232;1;0;1;2;2;3;#NULL!
231;232;1;0;1;3;2;3;#NULL!
231;232;1;0;1;2;1;3;#NULL!
400;760;3;1;1;4;1;3;#NULL!
300;4;2;0;2;4;2;4;1
300;4;1;0;1;4;2;4;1
380;999;1;1;3;2;2;4;3
380;586;3;0;1;2;1;4;2
300;4;2;0;2;3;2;4;2
380;586;1;1;1;3;2;4;1
300;4;1;1;1;5;2;4;1
300;4;2;1;1;4;2;4;1
300;4;3;1;1;4;2;4;1
300;4;1;1;1;4;2;4;1
300;4;1;1;1;4;2;4;1
300;4;1;0;1;6;5;4;1
300;4;1;1;1;2;2;4;1
300;4;1;1;1;4;2;4;2
300;4;1;1;1;5;2;4;98
300;4;1;1;1;5;5;4;1
300;4;3;1;1;5;2;4;2
380;999;1;1;1;3;1;4;2
586;4;1;0;1;5;2;4;#NULL!
586;586;1;0;1;3;2;4;#NULL!
586;4;1;0;2;5;2;4;#NULL!
586;4;1;0;1;6;5;4;#NULL!
586;4;1;0;2;4;2;4;#NULL!
586;4;1;0;1;3;2;4;4
586;4;1;0;1;4;2;4;#NULL!
586;4;1;0;2;5;2;4;#NULL!
586;4;1;0;2;6;5;4;#NULL!
586;4;1;0;1;4;2;4;#NULL!
586;4;1;0;2;5;2;4;#NULL!
586;4;1;0;2;4;2;4;#NULL!
586;4;1;0;2;4;2;4;#NULL!
586;4;1;0;2;4;2;4;#NULL!
586;4;1;0;1;5;2;4;#NULL!
586;4;1;0;1;4;2;4;#NULL!
586;4;1;0;2;5;2;4;#NULL!
586;4;1;0;1;5;2;4;#NULL!
