submission;studyCountry;originCountry;siteType;IDPCamp;gender;age;maritalStatus;education;protectionStatus;Connectivity;Mobility;Marginalisation
SInt-ULEI-SL-084-COD;180;180;2;0;2;6;2;1;#NULL!;24;16;12
SInt-ULEI-SL-085-COD;180;180;2;0;2;2;2;0;#NULL!;43;6;18
SInt-ULEI-SL-086-COD;180;180;2;0;1;5;2;0;#NULL!;41;28;18
SInt-ULEI-SL-087-COD;180;180;2;0;1;4;3;1;#NULL!;14;13;20
SInt-ULEI-SL-088-COD;180;180;2;0;1;3;3;1;#NULL!;37;15;10
SInt-ULEI-SL-089-COD;180;180;2;0;1;3;3;0;#NULL!;31;19;27
SInt-ULEI-SL-090-COD;180;180;2;0;2;4;3;0;#NULL!;32;13;26
SInt-ULEI-SL-091-COD;180;180;1;0;2;4;2;0;#NULL!;37;16;16
SInt-ULEI-SL-092-COD;180;180;2;0;1;4;2;3;#NULL!;48;36;14
SInt-ULEI-SL-093-COD;180;180;2;0;1;6;2;0;#NULL!;33;26;23
SInt-ULEI-SL-094-COD;180;180;2;0;2;4;5;0;#NULL!;19;33;22
SInt-ULEI-SL-095-COD;180;180;2;0;2;2;3;0;#NULL!;26;31;23
SInt-ULEI-SL-096-COD;180;180;2;0;2;2;2;0;#NULL!;32;5;18
SInt-ULEI-SL-097-COD;180;180;2;0;2;3;2;0;#NULL!;23;16;12
SInt-ULEI-SL-098-COD;180;180;2;0;2;3;3;1;#NULL!;38;26;12
SInt-ULEI-SL-099-COD;180;180;2;0;1;4;2;0;#NULL!;46;11;16
SInt-ULEI-SL-100-COD;180;180;2;0;2;3;3;0;#NULL!;28;32;24
SInt-YU-AGS-001-JOR;400;760;3;1;1;3;2;0;#NULL!;37;5;15
SInt-YU-AGS-002-JOR;400;760;3;1;2;3;2;1;#NULL!;26;5;17
SInt-YU-AGS-004-JOR;400;760;3;1;1;4;2;1;#NULL!;14;7;10
SInt-YU-AGS-005-JOR;400;760;3;1;1;4;2;3;#NULL!;14;6;15
SInt-YU-AGS-006-JOR;400;760;3;1;1;5;2;0;1;8;25;22
SInt-YU-AGS-007-JOR;400;760;3;1;1;2;2;3;#NULL!;13;5;13
SInt-YU-AGS-008-JOR;400;760;3;1;1;4;2;0;#NULL!;13;5;33
SInt-YU-AGS-009-JOR;400;760;3;1;2;3;2;2;#NULL!;13;5;36
SInt-YU-AGS-010-JOR;400;760;3;1;1;4;2;0;#NULL!;43;5;14
SInt-YU-AGS-011-JOR;400;760;3;1;2;3;5;0;#NULL!;26;10;18
SInt-YU-AGS-012-JOR;400;760;3;1;2;4;2;0;#NULL!;8;5;32
SInt-YU-AGS-013-JOR;400;760;3;1;1;4;2;0;#NULL!;15;15;30
SInt-YU-AGS-014-JOR;400;760;3;1;1;3;1;3;#NULL!;17;5;14
SInt-YU-AGS-015-JOR;400;760;3;1;1;5;2;3;#NULL!;15;5;12
SInt-YU-AGS-016-JOR;400;760;3;1;1;4;2;1;#NULL!;3;5;26
SInt-YU-AGS-017-JOR;400;760;3;1;2;4;2;0;#NULL!;28;0;34
SInt-YU-AGS-018-JOR;400;760;3;1;1;5;2;1;#NULL!;15;5;32
SInt-YU-AGS-019-JOR;400;760;3;1;1;6;2;0;#NULL!;9;5;30
SInt-YU-AGS-020-JOR;400;760;3;1;2;5;5;0;#NULL!;8;5;32
SInt-YU-AGS-020-JOR;400;760;3;1;1;4;1;3;#NULL!;8;5;28
SInt-YU-AGS-021-JOR;400;760;3;1;2;3;1;2;#NULL!;13;5;22
SInt-YU-AGS-022-JOR;400;760;3;1;1;6;5;0;#NULL!;8;5;32
SInt-YU-AGS-023-JOR;400;760;3;1;1;2;1;3;1;8;15;15
SInt-YU-AGS-024-JOR;400;760;3;1;2;4;4;1;#NULL!;37;5;17
SInt-YU-AGS-024-JOR;400;760;3;1;1;2;1;1;#NULL!;13;5;14
SInt-YU-AGS-025-JOR;400;760;3;1;2;4;2;0;#NULL!;9;10;24
SInt-YU-AGS-026-JOR;400;760;3;1;1;2;1;3;#NULL!;30;5;22
SInt-YU-AGS-027-JOR;400;760;3;1;2;4;5;0;98;33;15;37
SInt-YU-AGS-028-JOR;400;760;3;1;1;6;2;0;#NULL!;9;5;36
SInt-YU-AGS-029-JOR;400;760;3;1;2;2;4;2;#NULL!;8;5;12
SInt-YU-AGS-031-JOR;400;760;3;1;2;3;2;1;#NULL!;9;5;26
SInt-YU-AGS-032-JOR;400;760;3;1;1;4;2;1;#NULL!;14;5;30
SInt-YU-AGS-033-JOR;400;760;3;1;1;3;2;1;#NULL!;9;5;20
SInt-YU-AGS-034-JOR;400;760;3;1;2;2;1;0;1;38;24;12
SInt-YU-AGS-035-JOR;400;760;3;1;2;2;2;1;#NULL!;13;5;12
SInt-YU-AGS-036-JOR;400;760;3;1;1;2;1;2;#NULL!;14;5;30
SInt-YU-AGS-037-JOR;400;760;3;1;2;3;2;1;#NULL!;14;5;32
SInt-YU-AGS-038-JOR;400;760;3;1;1;3;2;1;#NULL!;9;5;21
SInt-YU-AGS-039-JOR;400;760;3;1;1;4;2;0;#NULL!;9;5;14
SInt-YU-AGS-040-JOR;400;760;3;1;2;2;1;1;#NULL!;9;5;9
SInt-YU-AGS-041-JOR;400;760;3;1;1;3;2;1;1;32;31;32
SInt-YU-AGS-042-JOR;400;760;3;1;1;3;2;2;#NULL!;4;5;25
SInt-YU-AGS-043-JOR;400;760;3;#NULL!;1;3;2;1;#NULL!;9;5;22
SInt-YU-AGS-044-JOR;400;760;3;1;1;3;1;0;1;37;5;22
SInt-YU-AGS-045-JOR;400;760;3;1;2;3;2;3;#NULL!;16;5;21
SInt-YU-AGS-046-JOR;400;760;3;1;1;5;2;0;#NULL!;12;10;38
SInt-YU-AGS-047-JOR;400;760;3;1;2;3;2;1;#NULL!;36;5;12
SInt-YU-AGS-048-JOR;400;760;3;1;1;2;1;1;#NULL!;18;5;32
SInt-YU-AGS-049-JOR;400;760;3;1;1;4;2;2;#NULL!;9;5;18
SInt-YU-AGS-050-JOR;400;760;3;1;1;5;5;0;#NULL!;48;32;40
SInt-YU-AGS-050-JOR;400;760;3;1;2;3;2;1;#NULL!;14;5;14
SInt-YU-AGS-051-JOR;400;760;3;1;2;3;2;1;#NULL!;14;5;14
SInt-YU-AGS-052-JOR;400;760;3;1;2;4;2;2;#NULL!;20;5;14
SInt-YU-KM-001-JOR;400;760;3;0;1;5;2;0;#NULL!;3;6;26
SInt-YU-KM-002-JOR;400;760;3;0;1;5;2;1;#NULL!;42;14;23
SInt-YU-KM-003-JOR;400;760;3;0;1;5;2;1;#NULL!;31;10;30
SInt-YU-KM-004-JOR;400;760;3;0;1;3;2;0;#NULL!;31;16;57
SInt-YU-KM-005-JOR;400;760;3;0;1;2;2;1;#NULL!;31;13;40
SInt-YU-KM-006-JOR;400;760;3;0;1;2;4;0;#NULL!;8;18;41
SInt-YU-KM-007-JOR;400;760;3;0;1;5;2;1;#NULL!;23;26;45
SInt-YU-KM-008-JOR;400;760;3;0;1;3;2;1;#NULL!;12;19;33
SInt-YU-KM-009-JOR;400;760;3;0;1;5;2;0;#NULL!;34;16;33
SInt-YU-KM-010-JOR;400;760;3;0;1;1;1;1;#NULL!;19;13;61
SInt-YU-KM-011-JOR;400;760;3;0;2;3;5;1;#NULL!;35;12;39
SInt-YU-KM-012-JOR;400;760;3;0;1;5;2;1;#NULL!;11;23;54
SInt-YU-KM-013-JOR;400;760;3;0;2;2;2;0;98;47;11;42
SInt-YU-KM-014-JOR;400;760;3;0;2;2;4;1;#NULL!;26;1;57
SInt-YU-KM-015-JOR;400;760;3;0;1;1;1;1;#NULL!;41;18;51
SInt-YU-KM-016-JOR;400;760;3;0;2;4;2;0;#NULL!;27;15;50
SInt-YU-KM-017-JOR;400;760;3;0;2;4;5;0;#NULL!;17;10;41
SInt-YU-KM-018-JOR;400;760;3;0;2;5;5;0;#NULL!;32;2;43
SInt-YU-KM-019-JOR;400;760;3;0;1;3;4;1;#NULL!;33;6;43
SInt-YU-KM-020-JOR;400;760;3;0;1;3;2;0;#NULL!;30;17;47
SInt-YU-KM-021-JOR;400;760;3;0;1;4;2;0;#NULL!;30;1;47
SInt-YU-KM-022-JOR;400;760;3;0;1;3;2;0;#NULL!;44;20;53
SInt-YU-KM-023-JOR;400;760;3;0;1;2;2;1;#NULL!;47;13;31
SInt-YU-KM-024-JOR;400;760;3;0;1;2;3;1;4;36;20;41
SInt-YU-KM-025-JOR;400;760;3;0;1;3;2;1;#NULL!;42;15;32
SInt-YU-KM-026-JOR;400;760;3;0;1;6;2;0;#NULL!;35;22;32
SInt-YU-KM-027-JOR;400;760;3;0;2;2;1;1;#NULL!;15;1;42
SInt-YU-KM-028-JOR;400;760;3;0;1;2;1;1;#NULL!;32;22;33
SInt-YU-KM-029-JOR;400;760;3;0;1;2;1;1;#NULL!;29;12;29
SInt-YU-KM-030-JOR;400;760;3;0;1;3;2;1;2;28;2;31
SInt-YU-KM-031-JOR;400;760;3;0;2;3;2;0;#NULL!;24;13;44
SInt-YU-KM-032-JOR;400;760;3;0;1;2;1;1;2;27;13;23
SInt-YU-KM-033-JOR;400;760;3;0;1;3;2;0;#NULL!;40;21;51
SInt-YU-KM-034-JOR;400;760;3;0;1;2;2;1;#NULL!;20;1;26
SInt-YU-KM-035-JOR;400;760;3;0;1;1;1;0;#NULL!;31;17;50
SInt-YU-KM-036-JOR;400;760;3;0;1;1;1;2;#NULL!;26;15;42
SInt-YU-KM-037-JOR;400;760;3;0;1;2;1;2;#NULL!;31;11;35
SInt-YU-KM-038-JOR;400;760;3;0;1;2;3;1;#NULL!;27;6;40
SInt-YU-KM-039-JOR;400;760;3;0;1;3;2;1;#NULL!;22;18;42
SInt-YU-KM-040-JOR;400;760;3;0;1;2;1;2;#NULL!;28;16;38
SInt-YU-RA-001-JOR;400;760;2;0;2;1;2;1;#NULL!;51;20;36
SInt-YU-RA-002-JOR;400;760;2;0;1;1;1;1;#NULL!;8;27;30
SInt-YU-RA-004-JOR;400;760;2;0;1;2;2;1;#NULL!;12;16;49
SInt-YU-RA-005-JOR;400;760;2;0;2;4;2;0;#NULL!;19;25;27
SInt-YU-RA-006-JOR;400;760;2;0;1;2;2;1;#NULL!;12;16;44
SInt-YU-RA-007-JOR;400;760;2;0;1;2;2;3;1;34;32;37
SInt-YU-RA-008-JOR;400;760;2;0;#NULL!;2;2;1;#NULL!;8;6;36
SInt-YU-RA-009-JOR;400;760;2;0;1;2;2;1;#NULL!;13;25;38
SInt-YU-RA-010-JOR;400;760;2;0;1;5;2;1;#NULL!;24;6;39
SInt-YU-RA-011-JOR;400;760;2;0;1;2;2;1;#NULL!;13;18;41
SInt-YU-RA-012-JOR;400;760;2;0;1;2;1;1;#NULL!;11;6;39
SInt-YU-RA-013-JOR;400;760;2;0;1;2;1;1;#NULL!;18;6;48
SInt-YU-RA-014-JOR;400;760;2;0;1;5;2;0;#NULL!;16;6;34
SInt-YU-RA-015-JOR;400;760;2;0;1;2;2;0;#NULL!;14;6;37
SInt-YU-RA-016-JOR;400;760;2;0;1;2;1;1;#NULL!;13;20;33
SInt-YU-RA-017-JOR;400;760;2;0;1;2;1;1;#NULL!;12;6;34
SInt-YU-RA-018-JOR;400;760;2;0;2;4;4;1;#NULL!;38;6;33
SInt-YU-RA-019-JOR;400;760;2;0;1;2;1;1;#NULL!;14;10;41
SInt-YU-RA-020-JOR;400;760;2;0;2;4;5;2;#NULL!;33;26;39
SInt-YU-RA-021-JOR;400;760;2;0;1;2;2;1;#NULL!;24;11;36
SInt-YU-RA-022-JOR;400;760;2;0;1;4;2;1;#NULL!;43;13;33
SInt-YU-RA-023-JOR;400;760;2;0;1;2;2;1;#NULL!;37;6;37
SInt-YU-RA-024-JOR;400;760;2;0;2;4;5;0;#NULL!;42;6;34
SInt-YU-RA-025-JOR;400;760;2;0;2;4;4;0;#NULL!;48;10;36
SInt-YU-RA-026-JOR;400;760;2;0;2;4;2;1;#NULL!;22;12;29
SInt-YU-RA-026-JOR;400;760;2;0;2;3;2;2;#NULL!;42;6;35
SInt-YU-RA-027-JOR;400;760;2;0;1;1;1;0;#NULL!;23;7;32
SInt-YU-RA-028-JOR;400;760;2;#NULL!;1;2;1;1;#NULL!;17;6;36
SInt-YU-RA-029-JOR;400;760;2;0;2;2;4;3;#NULL!;38;7;23
SInt-YU-RA-030-JOR;400;760;2;0;2;4;2;2;#NULL!;43;6;39
SInt-YU-RA-031-JOR;400;760;2;0;1;2;1;1;#NULL!;20;7;34
SInt-YU-RA-032-JOR;400;760;2;0;2;2;2;2;#NULL!;22;6;39
SInt-YU-RA-033-JOR;400;760;2;0;1;2;1;1;#NULL!;40;10;36
SInt-YU-RA-034-JOR;400;760;2;0;2;4;2;1;#NULL!;37;6;35
SInt-YU-RA-034-JOR;400;760;2;0;2;2;2;1;#NULL!;37;6;47
SInt-YU-RA-035-JOR;400;760;2;0;1;3;2;1;#NULL!;15;14;32
SInt-YU-RA-036-JOR;400;760;2;0;1;4;2;1;#NULL!;21;12;32
SInt-YU-RA-037-JOR;400;760;2;0;1;2;1;1;#NULL!;22;7;29
SInt-YU-RA-038-JOR;400;760;2;0;1;2;2;3;#NULL!;18;10;38
SInt-YU-RA-039-JOR;400;760;2;0;1;5;2;1;#NULL!;25;6;38
SInt-YU-RA-040-JOR;400;760;2;0;1;4;2;1;#NULL!;21;21;33
SInt-YU-RA-041-JOR;400;760;2;0;1;2;2;1;#NULL!;37;6;43
SInt-YU-RA-042-JOR;400;760;2;0;2;2;2;2;#NULL!;11;7;44
SInt-YU-RA-044-JOR;400;760;2;0;2;5;2;0;#NULL!;12;10;39
SInt-YU-RH-001-JOR;400;760;1;0;2;3;2;1;1;32;27;23
SInt-YU-RH-002-JOR;400;760;1;0;1;4;2;0;#NULL!;35;6;17
SInt-YU-RH-003-JOR;400;760;1;0;2;3;2;1;#NULL!;13;7;16
SInt-YU-RH-004-JOR;400;760;1;0;1;3;2;1;#NULL!;35;7;16
SInt-YU-RH-005-JOR;400;760;1;0;2;4;2;0;1;41;20;17
SInt-YU-RH-006-JOR;400;760;1;0;2;4;5;1;#NULL!;36;8;21
SInt-YU-RH-007-JOR;400;760;1;0;1;4;2;1;#NULL!;36;7;19
SInt-YU-RH-008-JOR;400;760;1;0;2;4;2;1;#NULL!;41;30;22
SInt-YU-RH-009-JOR;400;760;1;0;2;3;2;0;#NULL!;33;7;16
SInt-YU-RH-010-JOR;400;760;1;0;2;3;2;1;#NULL!;34;10;24
SInt-YU-RH-011-JOR;400;760;1;0;2;4;2;0;#NULL!;42;6;16
SInt-YU-RH-012-JOR;400;760;1;0;1;5;2;0;#NULL!;29;6;25
SInt-YU-RH-013-JOR;400;760;1;0;2;3;#NULL!;0;#NULL!;27;11;22
SInt-YU-RH-014-JOR;400;760;1;0;1;6;2;0;#NULL!;27;7;22
SInt-YU-RH-015-JOR;400;760;1;0;2;4;2;0;#NULL!;36;11;24
SInt-YU-RH-016-JOR;400;760;1;0;2;3;4;0;#NULL!;24;7;26
SInt-YU-RH-017-JOR;400;760;1;0;2;2;2;0;#NULL!;39;7;26
SInt-YU-RH-018-JOR;400;760;1;0;2;4;2;1;#NULL!;34;7;25
SInt-YU-RH-019-JOR;400;760;1;0;2;4;2;1;#NULL!;31;7;33
SInt-YU-RH-020-JOR;400;760;1;0;2;3;2;0;1;33;6;23
SInt-YU-RH-021-JOR;400;760;1;0;2;4;2;0;2;36;21;39
SInt-YU-RH-022-JOR;400;760;1;0;1;4;2;0;2;37;10;20
SInt-YU-RH-023-JOR;400;760;1;1;2;5;2;0;2;35;11;23
SInt-YU-RH-024-JOR;400;760;1;0;2;4;2;0;2;41;8;28
SInt-YU-RH-025-JOR;400;760;1;0;2;4;2;0;2;28;10;31
SInt-YU-RH-026-JOR;400;760;1;0;2;4;2;0;2;38;10;15
SInt-YU-RH-027-JOR;400;760;1;0;2;3;2;0;2;27;10;32
SInt-YU-RH-028-JOR;400;760;1;0;2;3;5;1;#NULL!;34;7;24
SInt-YU-RH-029-JOR;400;760;1;0;2;4;5;1;#NULL!;47;33;25
SInt-YU-RH-030-JOR;400;760;1;0;1;4;2;1;#NULL!;38;10;26
SInt-YU-RH-031-JOR;400;760;1;0;2;3;5;1;#NULL!;38;10;31
SInt-YU-RH-033-JOR;400;760;1;1;2;4;2;1;2;26;10;19
SInt-YU-RH-033-JOR;400;760;1;1;2;4;2;1;2;32;10;25
SInt-YU-RH-034-JOR;400;760;1;0;2;4;2;1;2;41;10;20
SInt-YU-RH-035-JOR;400;760;1;0;2;3;2;1;2;31;11;20
SInt-YU-RH-036-JOR;400;760;1;1;2;4;2;1;#NULL!;42;6;18
SInt-YU-RH-037-JOR;400;760;1;0;2;3;2;1;2;32;6;22
SInt-YU-RH-038-JOR;400;760;1;0;2;3;2;1;2;37;10;22
SInt-YU-RH-038-JOR;400;760;1;0;2;3;2;1;2;25;7;21
SInt-YU-RH-039-JOR;400;760;1;0;2;3;2;0;#NULL!;36;8;18
SInt-YU-RH-041-JOR;400;760;1;0;2;4;2;1;2;32;6;21
SInt-YU-RH-042-JOR;400;760;1;0;2;4;5;0;#NULL!;44;9;23
SInt-YU-RH-043-JOR;400;760;1;1;2;3;2;1;2;43;6;18
SInt-YU-RH-044-JOR;400;760;1;0;2;4;2;1;2;12;6;19
SInt-YU-RH-045-JOR;400;760;1;0;2;2;2;1;2;38;8;20
SInt-YU-RH-046-JOR;400;760;1;0;1;4;2;1;2;41;7;20
SInt-YU-RH-047-JOR;400;760;1;0;2;4;2;0;2;32;7;28
SInt-YU-RH-048-JOR;400;760;1;0;2;2;2;1;2;32;16;23
SInt-YU-RH-049-JOR;400;760;1;0;1;4;2;1;2;29;10;17
SInt-YU-RH-050-JOR;400;760;1;0;2;4;2;0;2;30;10;20
SInt-YU-RH-051-JOR;400;760;1;0;2;4;2;1;#NULL!;39;15;19
SInt-YU-RH-052-JOR;400;760;1;0;2;3;5;0;2;38;6;26
SInt-YU-RH-053-JOR;400;760;1;0;2;5;4;1;2;31;6;22
SInt-YU-RH-054-JOR;400;760;1;0;2;3;4;0;#NULL!;23;6;34
SInt-YU-RH-055-JOR;400;760;1;0;2;3;4;0;#NULL!;50;10;25
SInt-YU-RH-056-JOR;400;760;1;0;2;3;2;0;2;33;11;13
SInt-YU-RH-057-JOR;400;760;1;0;2;4;2;0;#NULL!;36;6;19
SInt-YU-RH-058-JOR;400;760;1;0;1;3;2;0;2;38;9;27
SInt-YU-RH-059-JOR;400;760;1;1;2;3;2;0;#NULL!;38;6;25
SInt-YU-RH-060-JOR;400;760;1;0;1;3;4;0;2;37;6;17
SInt-YU-TY-001-JOR;400;760;1;0;2;2;2;3;1;43;23;32
SInt-YU-TY-002-JOR;400;760;1;0;2;2;1;1;2;26;21;46
SInt-YU-TY-004-JOR;400;760;1;0;2;4;2;0;#NULL!;36;20;32
SInt-YU-TY-007-JOR;400;760;1;0;1;4;2;1;#NULL!;32;11;34
SInt-YU-TY-008-JOR;400;760;1;0;1;3;2;3;#NULL!;28;6;25
SInt-YU-TY-009-JOR;400;760;1;0;1;3;2;3;#NULL!;28;6;25
SInt-YU-TY-010-JOR;400;760;1;0;1;2;1;3;#NULL!;43;16;30
SInt-YU-TY-011-JOR;400;760;1;0;1;4;2;2;#NULL!;13;10;25
SInt-YU-TY-012-JOR;400;760;1;0;1;3;2;1;#NULL!;41;18;46
SInt-YU-TY-013-JOR;400;760;1;0;1;2;1;1;#NULL!;21;22;41
SInt-YU-TY-014-JOR;400;760;1;0;1;4;4;0;#NULL!;9;25;55
SInt-YU-TY-015-JOR;400;760;1;0;1;2;2;1;#NULL!;8;21;31
SInt-YU-TY-016-JOR;400;760;1;0;1;1;1;1;#NULL!;31;16;49
SInt-YU-TY-017-JOR;400;760;1;0;1;4;2;1;#NULL!;32;34;37
SInt-YU-TY-018-JOR;400;760;1;0;1;2;2;1;#NULL!;31;11;38
SInt-YU-TY-019-JOR;400;760;1;0;1;3;2;2;#NULL!;25;16;32
SInt-YU-TY-020-JOR;400;760;1;0;1;3;2;2;#NULL!;15;18;22
SInt-YU-TY-021-JOR;400;760;1;0;1;5;2;1;#NULL!;46;16;37
SInt-YU-TY-022-JOR;400;760;1;0;1;3;2;1;#NULL!;39;20;37
SInt-YU-TY-023-JOR;400;760;1;0;1;6;2;0;#NULL!;13;18;41
SInt-YU-TY-024-JOR;400;760;1;0;1;3;2;1;#NULL!;35;25;26
SInt-YU-TY-025-JOR;400;760;1;0;1;3;4;1;#NULL!;38;15;32
SInt-YU-TY-026-JOR;400;760;1;0;1;2;2;0;#NULL!;32;6;35
SInt-YU-TY-027-JOR;400;760;2;0;1;2;1;0;#NULL!;38;6;36
SInt-YU-TY-028-JOR;400;760;1;0;1;4;2;1;#NULL!;43;6;28
SInt-YU-TY-029-JOR;400;760;1;0;1;2;2;1;#NULL!;34;20;31
SInt-YU-TY-030-JOR;400;760;2;0;1;3;2;1;#NULL!;43;10;45
SInt-YU-TY-031-JOR;400;760;1;0;1;3;2;1;#NULL!;42;16;25
SInt-YU-TY-032-JOR;400;760;1;0;1;4;2;2;#NULL!;46;21;51
SInt-YU-TY-033-JOR;400;760;1;0;1;2;2;1;#NULL!;42;6;31
SInt-YU-TY-034-JOR;400;760;1;0;1;2;2;0;#NULL!;27;12;41
SInt-YU-TY-035-JOR;400;760;1;0;1;3;2;0;#NULL!;55;10;39
SInt-YU-TY-036-JOR;400;760;1;0;1;4;2;1;#NULL!;35;6;26
SInt-YU-TY-037-JOR;400;760;1;0;1;4;2;1;#NULL!;35;6;24
SInt-YU-TY-038-JOR;400;760;1;0;1;2;2;1;#NULL!;15;16;31
SInt-YU-TY-039-JOR;400;760;1;0;1;4;4;1;#NULL!;53;24;31
SInt-YU-TY-040-JOR;400;760;1;0;1;4;2;3;#NULL!;33;22;38
SInt-YU-TY-041-JOR;400;760;1;0;1;3;2;1;#NULL!;44;22;27
SInt-YU-TY-042-JOR;400;760;1;0;1;3;2;1;#NULL!;39;6;22
SInt-YU-TY-043-JOR;400;760;1;0;1;4;2;1;#NULL!;42;16;25
SInt-YU-TY-044-JOR;400;760;1;0;1;4;2;0;#NULL!;37;20;37
SInt-YU-TY-045-JOR;400;760;1;0;1;3;2;1;#NULL!;31;6;27
SInt-YU-TY-046-JOR;400;760;1;0;1;2;2;2;#NULL!;29;16;41
SInt-YU-TY-047-JOR;400;760;1;0;1;3;2;1;#NULL!;9;6;28
SInt-YU-TY-048-JOR;400;760;1;0;1;3;2;1;#NULL!;41;18;37
SInt-YU-TY-049-JOR;400;760;1;0;1;5;2;2;#NULL!;40;10;27
SInt-YU-TY-050-JOR;400;760;1;0;1;3;2;1;#NULL!;38;16;28
SInt-YU-TY-051-JOR;400;760;1;0;1;3;2;1;#NULL!;45;6;27
SInt-YU-TY-052-JOR;400;760;1;0;1;4;2;1;#NULL!;44;20;37
SInt-YU-TY-053-JOR;400;760;1;0;1;2;2;0;#NULL!;31;16;30
SInt-YU-TY-054-JOR;400;760;1;0;1;6;2;1;#NULL!;49;6;27
SInt-YU-TY-055-JOR;400;760;1;0;1;3;1;1;#NULL!;38;16;27
SInt-YU-TY-056-JOR;400;760;1;0;1;2;2;1;#NULL!;45;16;31
SInt-YU-TY-057-JOR;400;760;1;0;1;4;2;1;#NULL!;16;6;25
SInt-YU-TY-058-JOR;400;760;1;0;2;4;4;1;#NULL!;52;11;23
SInt-YU-TY-059-JOR;400;760;1;0;1;3;2;1;#NULL!;16;16;32
SInt-YU-TY-060-JOR;400;760;2;0;2;3;4;0;#NULL!;18;20;26
SInt-YU-TY-061-JOR;400;760;1;0;1;3;2;1;#NULL!;34;16;26
SInt-YU-TY-062-JOR;400;760;1;0;1;4;2;1;#NULL!;41;10;26
SInt-YU-TY-063-JOR;400;760;1;0;2;4;5;2;#NULL!;55;20;23
SInt-YU-TY-064-JOR;400;760;1;0;1;2;1;1;#NULL!;42;18;27
SInt-YU-WA-001-JOR;400;760;1;0;2;2;2;3;1;49;20;34
SInt-YU-WA-001-JOR;400;760;1;0;2;2;2;3;#NULL!;41;18;32
SInt-YU-WA-002-JOR;400;760;1;0;1;3;2;3;#NULL!;31;20;38
SInt-YU-WA-003-JOR;400;760;1;0;1;3;2;3;1;51;26;27
SInt-YU-WA-004-JOR;400;760;1;0;2;3;2;3;#NULL!;43;13;25
SInt-YU-WA-005-JOR;400;760;1;0;2;3;2;2;#NULL!;62;23;27
SInt-YU-WA-006-JOR;400;760;1;0;2;4;2;3;#NULL!;40;8;32
SInt-YU-WA-007-JOR;400;760;1;0;2;3;2;2;#NULL!;56;19;30
SInt-YU-WA-008-JOR;400;760;1;0;2;4;2;1;#NULL!;59;13;27
SInt-YU-WA-009-JOR;400;760;1;0;1;5;2;3;#NULL!;50;26;25
SInt-YU-WA-010-JOR;400;760;1;0;2;5;2;1;#NULL!;57;5;30
SInt-YU-WA-011-JOR;400;760;1;0;2;5;5;1;#NULL!;52;18;34
SInt-YU-WA-012-JOR;400;760;1;0;2;3;2;1;#NULL!;47;22;30
SInt-YU-WA-013-JOR;400;760;1;0;2;4;2;1;#NULL!;56;13;27
SInt-YU-WA-014-JOR;400;760;1;0;2;2;2;1;#NULL!;46;19;30
SInt-YU-WA-015-JOR;400;760;1;0;2;2;1;3;#NULL!;23;26;27
SInt-YU-WA-016-JOR;400;760;1;0;2;3;2;1;#NULL!;41;30;32
SInt-YU-WA-017-JOR;400;760;1;0;2;2;4;1;#NULL!;55;16;31
SInt-YU-WA-018-JOR;400;760;1;0;1;3;2;3;#NULL!;50;20;29
SInt-YU-WA-019-JOR;400;760;1;0;1;2;1;3;#NULL!;38;13;22
SInt-YU-WA-020-JOR;400;760;1;0;2;2;2;3;#NULL!;47;13;31
SInt-YU-WA-021-JOR;400;760;1;0;1;5;2;1;#NULL!;41;23;29
SInt-YU-WA-022-JOR;400;760;1;0;1;3;2;1;#NULL!;43;19;32
SInt-YU-WA-023-JOR;400;760;1;0;2;6;5;0;#NULL!;59;8;30
SInt-YU-WA-024-JOR;400;760;1;0;2;4;2;1;#NULL!;42;17;29
SInt-YU-WA-025-JOR;400;760;1;0;2;5;2;1;#NULL!;46;20;24
SInt-YU-WA-026-JOR;400;760;1;0;2;2;1;3;#NULL!;44;37;24
SInt-YU-WA-027-JOR;400;760;1;0;2;6;5;0;#NULL!;58;16;30
SInt-YU-WA-028-JOR;400;760;1;0;2;6;2;1;#NULL!;60;7;28
SInt-YU-WA-029-JOR;400;760;1;0;2;6;2;0;#NULL!;45;6;22
SInt-YU-WA-030-JOR;400;760;1;0;2;6;1;0;#NULL!;36;6;33
SInt-YU-WA-031-JOR;400;760;1;0;2;5;2;0;#NULL!;57;7;28
SInt-YU-WA-032-JOR;400;760;1;0;2;4;2;1;#NULL!;49;7;29
SInt-YU-WA-033-JOR;400;760;1;0;2;4;2;1;#NULL!;55;7;33
SInt-YU-WA-034-JOR;400;760;1;0;2;5;2;1;#NULL!;54;7;28
SInt-YU-WA-035-JOR;400;760;1;0;2;5;2;1;#NULL!;56;23;30
SInt-YU-WA-036-JOR;400;760;1;0;2;5;2;1;#NULL!;57;16;29
SInt-YU-WA-037-JOR;400;760;1;0;2;3;4;1;#NULL!;52;22;33
SInt-YU-WA-038-JOR;400;760;1;0;2;5;5;1;98;47;7;29
SInt-YU-WA-039-JOR;400;760;1;0;2;4;2;1;1;42;25;31
SInt-YU-WA-040-JOR;400;760;1;0;2;4;2;1;#NULL!;37;7;33
SInt-YU-WA-041-JOR;400;760;1;0;2;4;2;1;1;50;19;30
SInt-YU-WA-042-JOR;400;760;1;0;2;4;4;1;1;44;19;29
SInt-YU-WA-043-JOR;400;760;1;0;2;6;2;0;#NULL!;48;16;31
