submission;studyCountry;originCountry;siteType;IDPCamp;gender;age;maritalStatus;education;protectionStatus;Connectivity;Mobility;Marginalisation
SInt-AUTH-NM-292-GRC;300;4;1;1;2;3;2;1;1;32;15;61
SInt-AUTH-NM-293-GRC;300;4;1;1;1;2;1;2;1;49;16;61
SInt-AUTH-NM-294-GRC;300;4;1;1;2;4;4;0;2;36;15;49
SInt-AUTH-NM-295-GRC;300;4;1;1;1;5;2;4;1;55;18;48
SInt-AUTH-NM-296-GRC;300;4;1;1;2;3;2;2;1;16;17;61
SInt-AUTH-NM-297-GRC;300;4;1;1;1;1;1;2;1;34;16;54
SInt-AUTH-NM-298-GRC;300;4;1;1;2;2;4;2;1;38;15;50
SInt-AUTH-NM-299-GRC;300;4;1;1;1;4;2;4;2;34;17;51
SInt-AUTH-NM-300-GRC;300;4;1;0;2;2;2;3;1;16;18;31
SInt-AUTH-ST-001-GRC;300;180;1;1;1;3;3;2;1;10;26;61
SInt-AUTH-ST-003-GRC;300;180;1;1;1;3;1;2;1;8;27;56
SInt-AUTH-ST-004-GRC;300;180;1;1;1;4;3;2;1;8;30;60
SInt-AUTH-ST-005-GRC;300;180;1;1;1;3;1;2;1;7;31;58
SInt-AUTH-ST-005-GRC;300;180;1;1;1;3;1;3;1;38;30;54
SInt-AUTH-ST-006-GRC;300;180;1;1;1;4;3;2;1;17;31;56
SInt-AUTH-ST-007-GRC;300;180;1;1;1;4;5;2;1;23;30;48
SInt-AUTH-ST-008-GRC;300;180;1;1;1;4;1;3;1;3;31;56
SInt-AUTH-ST-009-GRC;300;180;1;1;2;5;1;2;1;4;12;50
SInt-AUTH-ST-010-GRC;300;180;1;1;1;4;1;1;3;10;12;49
SInt-AUTH-ST-011-GRC;300;180;1;1;2;4;1;2;2;31;30;42
SInt-AUTH-ST-012-GRC;300;180;1;1;1;2;3;2;4;12;31;61
SInt-AUTH-ST-013-GRC;300;180;1;1;2;3;2;1;2;5;11;46
SInt-AUTH-ST-014-GRC;300;180;1;1;1;3;2;2;1;23;33;58
SInt-AUTH-ST-015-GRC;300;180;1;1;1;3;1;2;1;10;31;54
SInt-AUTH-ST-016-GRC;300;180;1;1;2;3;1;1;#NULL!;12;11;40
SInt-AUTH-ST-017-GRC;300;180;1;1;1;3;1;1;4;15;11;63
SInt-AUTH-ST-017-GRC;300;180;1;1;1;3;1;1;1;6;31;52
SInt-AUTH-ST-019-GRC;300;180;1;1;2;3;1;2;1;11;36;42
SInt-AUTH-ST-020-GRC;300;180;1;1;1;3;1;1;1;7;30;58
SInt-AUTH-ST-021-GRC;300;180;1;0;1;4;3;2;3;7;10;39
SInt-AUTH-ST-022-GRC;300;180;1;1;2;2;1;2;1;9;11;38
SInt-AUTH-ST-023-GRC;300;180;1;1;1;3;1;1;1;3;31;59
SInt-AUTH-ST-024-GRC;300;180;3;1;2;3;3;1;1;13;26;40
SInt-AUTH-ST-024-GRC;300;180;3;1;1;3;1;2;1;11;11;57
SInt-AUTH-ST-026-GRC;300;180;3;1;2;3;1;2;1;6;11;46
SInt-AUTH-ST-027-GRC;300;180;3;1;1;3;1;2;1;6;27;48
SInt-AUTH-ST-028-GRC;300;180;1;0;1;4;3;1;2;7;12;29
SInt-AUTH-ST-029-GRC;300;180;3;1;1;4;3;2;1;8;11;54
SInt-AUTH-ST-030-GRC;300;180;3;1;2;3;1;2;1;6;11;52
SInt-AUTH-ST-031-GRC;300;180;1;1;1;3;1;1;1;7;11;57
SInt-AUTH-ST-032-GRC;300;180;1;1;1;3;1;1;4;5;11;59
SInt-AUTH-ST-033-GRC;300;180;3;1;1;3;1;1;1;6;11;59
SInt-AUTH-ST-034-GRC;300;180;1;1;2;3;1;1;3;13;11;34
SInt-AUTH-ST-035-GRC;300;180;1;1;1;4;2;1;#NULL!;13;11;47
SInt-AUTH-ST-036-GRC;300;180;1;1;2;2;3;1;2;17;31;28
SInt-AUTH-ST-037-GRC;300;180;3;1;1;3;1;1;1;5;12;50
SInt-AUTH-ST-038-GRC;300;180;1;1;1;4;3;1;1;7;11;46
SInt-AUTH-ST-039-GRC;300;180;1;1;1;3;1;0;1;6;11;49
SInt-AUTH-ST-040-GRC;300;180;1;0;1;3;1;1;1;6;11;41
SInt-AUTH-ST-041-GRC;300;180;1;1;1;3;1;2;4;6;11;48
SInt-AUTH-ST-042-GRC;300;180;1;1;1;3;1;2;1;7;31;37
SInt-AUTH-ST-043-GRC;300;180;1;1;2;3;3;1;#NULL!;7;36;36
SInt-AUTH-ST-044-GRC;300;180;1;0;2;2;3;1;3;6;11;17
SInt-AUTH-ST-045-GRC;300;180;1;1;2;3;3;1;3;4;31;41
SInt-AUTH-ST-046-GRC;300;180;3;1;1;3;1;1;98;7;36;47
SInt-AUTH-ST-047-GRC;300;180;3;1;2;3;3;1;#NULL!;6;11;36
SInt-AUTH-ST-048-GRC;300;180;1;1;1;3;2;1;98;12;12;44
SInt-AUTH-ST-049-GRC;300;180;1;1;2;3;2;1;1;8;35;30
SInt-AUTH-ST-050-GRC;300;180;1;1;2;3;1;1;98;12;11;43
SInt-FIERI-FR-001-ITA;380;4;1;0;1;3;3;2;2;47;37;29
SInt-FIERI-FR-002-ITA;380;4;2;0;1;2;1;1;2;46;20;32
SInt-FIERI-FR-003-ITA;380;586;2;0;1;2;2;1;2;38;23;26
SInt-FIERI-FR-004-ITA;380;586;2;0;1;2;2;1;2;12;14;36
SInt-FIERI-FR-005-ITA;380;4;2;0;1;2;1;3;#NULL!;34;16;30
SInt-FIERI-FR-006-ITA;380;586;1;1;1;2;1;1;2;35;13;27
SInt-FIERI-FR-007-ITA;380;586;1;0;1;2;2;0;3;52;25;36
SInt-FIERI-FR-008-ITA;380;586;1;1;1;3;2;1;3;47;39;31
SInt-FIERI-FR-009-ITA;380;586;1;1;1;3;1;0;3;27;33;30
SInt-FIERI-FR-010-ITA;380;586;1;0;1;2;1;1;3;51;20;22
SInt-FIERI-FR-011-ITA;380;586;1;1;1;2;1;1;1;36;10;39
SInt-FIERI-FR-012-ITA;380;586;1;1;1;2;1;3;1;34;12;25
SInt-FIERI-FR-013-ITA;380;586;1;1;1;2;1;1;1;47;9;38
SInt-FIERI-FR-014-ITA;380;586;1;1;1;3;1;1;1;27;9;31
SInt-FIERI-FR-015-ITA;380;586;1;1;1;2;1;3;1;50;15;42
SInt-FIERI-FR-016-ITA;380;586;1;1;1;2;1;3;1;37;12;37
SInt-FIERI-FR-017-ITA;380;586;1;1;1;2;1;0;1;11;13;28
SInt-FIERI-FR-018-ITA;380;586;1;1;1;2;1;1;1;9;9;23
SInt-FIERI-FR-019-ITA;380;4;1;1;1;1;1;0;1;32;10;25
SInt-FIERI-FR-020-ITA;380;586;1;0;1;2;1;1;2;46;21;26
SInt-FIERI-FR-021-ITA;380;586;1;0;1;2;1;1;1;30;9;20
SInt-FIERI-FR-022-ITA;380;586;1;0;1;3;2;3;1;29;10;20
SInt-FIERI-FR-023-ITA;380;586;1;0;1;2;1;1;3;32;18;26
SInt-FIERI-FR-024-ITA;380;999;1;1;1;3;1;0;1;15;6;27
SInt-FIERI-FR-025-ITA;380;586;1;1;1;2;1;0;1;6;13;31
SInt-FIERI-FR-026-ITA;380;586;1;1;1;3;1;1;1;42;19;29
SInt-FIERI-FR-027-ITA;380;999;1;1;1;3;1;1;1;10;14;24
SInt-FIERI-FR-028-ITA;380;586;1;0;1;3;2;1;2;41;15;30
SInt-FIERI-FR-029-ITA;380;586;1;0;1;4;2;1;1;36;15;23
SInt-FIERI-FR-030-ITA;380;4;1;0;1;3;1;2;2;30;7;20
SInt-FIERI-FR-031-ITA;380;586;3;0;1;2;3;1;3;36;17;16
SInt-FIERI-FR-032-ITA;380;999;3;0;1;2;1;1;2;28;13;30
SInt-FIERI-FR-033-ITA;380;4;1;0;1;2;1;0;2;17;10;17
SInt-FIERI-FR-034-ITA;380;999;3;0;1;3;2;2;3;37;23;31
SInt-FIERI-FR-035-ITA;380;586;1;0;1;3;1;1;2;44;16;36
SInt-FIERI-FR-036-ITA;380;586;1;0;1;2;1;2;2;36;20;26
SInt-FIERI-FR-037-ITA;380;999;1;1;1;2;1;2;3;44;47;31
SInt-FIERI-FR-038-ITA;380;999;2;0;1;2;1;3;2;41;11;23
SInt-FIERI-FR-039-ITA;380;999;3;1;1;3;4;1;98;23;5;52
SInt-FIERI-FR-040-ITA;380;999;1;0;1;2;1;0;2;46;23;29
SInt-FIERI-FR-041-ITA;380;760;3;1;1;2;1;2;2;19;11;30
SInt-FIERI-FR-042-ITA;380;999;3;1;1;2;1;1;2;21;7;46
SInt-FIERI-FR-043-ITA;380;999;3;1;1;3;1;2;2;18;12;34
SInt-FIERI-FR-044-ITA;380;586;3;0;1;2;1;4;2;30;23;26
SInt-FIERI-FR-045-ITA;380;586;1;0;1;3;1;1;2;31;20;31
SInt-FIERI-FR-046-ITA;380;4;1;1;1;2;1;0;2;33;16;22
SInt-FIERI-FR-047-ITA;380;4;3;0;1;4;2;0;2;22;9;44
SInt-FIERI-FR-048-ITA;380;999;3;1;1;2;1;0;2;25;10;24
SInt-FIERI-FR-049-ITA;380;999;1;0;1;3;1;1;1;26;6;39
SInt-FIERI-FR-050-ITA;380;999;2;1;1;2;1;2;3;32;41;31
SInt-FIERI-FR-051-ITA;380;999;2;0;1;2;1;2;2;19;11;16
SInt-FIERI-FR-052-ITA;380;999;1;1;1;1;1;0;#NULL!;38;30;21
SInt-FIERI-FR-053-ITA;380;999;1;0;1;1;1;1;#NULL!;31;20;21
SInt-FIERI-FR-054-ITA;380;4;2;0;1;2;1;2;2;19;19;47
SInt-FIERI-FR-055-ITA;380;999;1;1;1;2;1;0;1;29;10;25
SInt-FIERI-FR-056-ITA;380;4;1;0;1;2;1;2;2;36;21;26
SInt-FIERI-FR-057-ITA;380;999;1;1;1;2;1;1;1;30;8;38
SInt-FIERI-FR-058-ITA;380;999;1;0;1;2;#NULL!;2;1;31;10;37
SInt-FIERI-FR-059-ITA;380;999;1;0;1;2;1;2;4;37;9;47
SInt-FIERI-FR-060-ITA;380;999;1;0;1;2;1;1;3;40;16;53
SInt-FIERI-FR-061-ITA;380;999;1;0;1;2;1;1;1;25;8;21
SInt-FIERI-FR-062-ITA;380;999;1;0;1;2;2;3;4;46;33;40
SInt-FIERI-FR-063-ITA;380;999;1;0;1;2;1;0;3;36;13;51
SInt-FIERI-FR-064-ITA;380;999;1;0;1;2;1;1;1;29;8;32
SInt-FIERI-FR-065-ITA;380;999;1;0;1;3;2;0;3;32;8;25
SInt-FIERI-FR-066-ITA;380;999;1;1;1;2;1;3;1;31;9;46
SInt-FIERI-FR-067-ITA;380;999;1;1;1;3;2;1;1;42;8;37
SInt-FIERI-FR-068-ITA;380;999;1;1;1;2;3;2;3;36;14;29
SInt-FIERI-FR-069-ITA;380;999;1;1;1;3;1;2;3;38;21;43
SInt-FIERI-FR-070-ITA;380;#NULL!;3;1;1;2;2;1;2;39;16;29
SInt-FIERI-FR-071-ITA;380;999;1;0;1;2;1;2;3;33;12;40
SInt-FIERI-FR-072-ITA;380;999;1;1;1;2;1;0;2;27;12;23
SInt-FIERI-FR-073-ITA;380;999;3;1;1;2;2;1;2;26;11;32
SInt-FIERI-FR-074-ITA;380;999;3;0;1;3;1;3;2;28;16;33
SInt-FIERI-FR-075-ITA;380;999;1;1;2;3;1;0;2;29;13;28
SInt-FIERI-FR-076-ITA;380;999;1;0;1;2;1;2;3;20;11;23
SInt-FIERI-FR-077-ITA;380;180;1;1;1;2;1;3;1;19;10;31
SInt-FIERI-FR-078-ITA;380;4;1;0;1;3;2;#NULL!;2;33;22;29
SInt-FIERI-FR-079-ITA;380;999;1;0;1;3;1;1;#NULL!;40;17;31
SInt-FIERI-FR-080-ITA;380;999;2;0;1;2;1;1;3;27;18;26
SInt-FIERI-FR-081-ITA;380;999;1;0;1;2;1;1;3;21;28;34
SInt-FIERI-FR-082-ITA;380;999;1;0;1;2;1;1;1;38;17;25
SInt-FIERI-FR-083-ITA;380;999;1;1;1;3;1;1;3;31;13;18
SInt-FIERI-FR-084-ITA;380;999;3;0;1;3;2;1;2;28;12;26
SInt-FIERI-FR-085-ITA;380;4;1;0;1;2;1;1;2;42;24;37
SInt-FIERI-FR-086-ITA;380;999;1;1;1;2;1;1;3;28;16;26
SInt-FIERI-FR-087-ITA;380;999;1;1;1;2;1;1;2;46;13;36
SInt-FIERI-FR-088-ITA;380;999;1;1;1;3;1;4;2;27;10;34
SInt-FIERI-FR-089-ITA;380;586;1;1;1;2;1;1;1;35;14;29
SInt-FIERI-FR-090-ITA;380;586;1;1;1;3;2;4;1;38;16;23
SInt-FIERI-FR-091-ITA;380;999;3;1;2;2;3;0;1;31;11;29
SInt-FIERI-FR-092-ITA;380;999;2;1;1;2;3;2;2;52;20;26
SInt-FIERI-FR-093-ITA;380;999;3;1;2;2;3;0;1;30;6;36
SInt-FIERI-FR-094-ITA;380;999;3;1;2;2;3;1;1;33;12;29
SInt-FIERI-FR-095-ITA;380;999;3;1;2;2;3;1;1;26;8;40
SInt-FIERI-FR-096-ITA;380;999;3;1;2;2;3;1;1;36;13;29
SInt-FIERI-FR-097-ITA;380;999;3;1;2;2;3;0;1;24;12;23
SInt-FIERI-FR-098-ITA;380;999;1;0;1;2;1;0;3;33;25;25
SInt-FIERI-FR-099-ITA;380;999;1;1;1;2;1;1;1;19;9;28
SInt-FIERI-FR-100-ITA;380;999;1;0;1;2;1;2;3;17;12;25
SInt-FIERI-GG-001-ITA;380;999;1;0;1;3;3;2;2;52;29;27
SInt-FIERI-GG-002-ITA;380;586;1;0;1;2;4;2;2;54;23;23
SInt-FIERI-GG-003-ITA;380;999;3;0;1;3;2;0;3;16;38;43
SInt-FIERI-GG-004-ITA;380;999;1;1;3;2;2;4;3;37;16;32
SInt-FIERI-GG-005-ITA;380;999;1;1;1;2;1;1;3;42;32;26
SInt-FIERI-GG-006-ITA;380;999;1;1;1;2;3;1;1;54;23;22
SInt-FIERI-GG-007-ITA;380;180;1;1;1;5;5;3;2;15;5;24
SInt-FIERI-GG-008-ITA;380;999;1;0;2;4;1;2;#NULL!;34;16;25
SInt-FIERI-GG-009-ITA;380;999;1;1;2;3;3;1;#NULL!;34;6;40
SInt-FIERI-GG-010-ITA;380;999;1;1;1;1;1;2;3;34;20;29
SInt-FIERI-GG-011-ITA;380;999;1;1;1;2;#NULL!;2;2;30;8;33
SInt-FIERI-GG-012-ITA;380;999;1;1;1;3;2;1;2;53;20;38
SInt-FIERI-GG-013-ITA;380;999;1;1;1;4;2;2;2;19;36;30
SInt-FIERI-GG-014-ITA;380;999;1;0;1;4;2;2;2;32;38;39
SInt-FIERI-GG-015-ITA;380;4;1;0;1;2;1;2;2;32;20;22
SInt-FIERI-GG-016-ITA;380;999;1;1;1;2;1;2;2;26;13;35
SInt-FIERI-GG-017-ITA;380;999;1;1;1;2;3;3;2;12;32;40
SInt-FIERI-GG-018-ITA;380;999;1;0;1;2;2;3;#NULL!;43;33;26
SInt-FIERI-GG-019-ITA;380;232;1;1;1;6;2;2;2;41;11;30
SInt-FIERI-GG-020-ITA;380;232;1;1;2;4;3;2;2;28;8;34
SInt-FIERI-GG-021-ITA;380;999;1;0;1;5;2;3;3;14;15;23
SInt-FIERI-GG-022-ITA;380;999;1;0;1;2;1;2;3;36;28;16
SInt-FIERI-GG-023-ITA;380;999;1;0;1;2;1;2;#NULL!;38;16;46
SInt-FIERI-GG-024-ITA;380;999;1;0;2;5;1;3;2;4;13;35
SInt-FIERI-GG-025-ITA;380;999;3;0;2;2;3;2;2;35;18;16
SInt-FIERI-GG-026-ITA;380;999;3;0;1;3;3;1;2;38;35;26
SInt-FIERI-GG-027-ITA;380;999;1;0;2;2;1;3;1;30;13;44
SInt-FIERI-GG-028-ITA;380;999;1;0;1;3;2;2;2;10;35;34
SInt-FIERI-GG-029-ITA;380;999;1;0;1;2;2;1;3;24;17;35
SInt-FIERI-GG-030-ITA;380;999;1;0;2;5;1;2;#NULL!;34;31;43
SInt-FIERI-GG-031-ITA;380;999;1;0;2;3;3;2;1;14;13;37
SInt-FIERI-GG-032-ITA;380;999;1;0;2;2;3;2;2;16;20;35
SInt-FIERI-GG-033-ITA;380;999;2;0;2;3;1;2;2;15;10;27
SInt-FIERI-GG-034-ITA;380;999;1;0;1;4;2;2;3;31;38;28
SInt-FIERI-GG-035-ITA;380;999;1;0;1;3;2;2;2;22;14;35
SInt-FIERI-GG-036-ITA;380;999;1;0;1;2;3;2;2;37;17;36
SInt-FIERI-GG-037-ITA;380;999;1;0;2;2;3;2;1;21;6;40
SInt-FIERI-GG-038-ITA;380;999;1;0;2;2;3;3;2;15;12;16
SInt-FIERI-GG-039-ITA;380;999;3;0;1;2;1;1;3;16;12;35
SInt-FIERI-GG-040-ITA;380;999;1;0;2;2;3;3;4;41;16;38
SInt-FIERI-GG-041-ITA;380;999;1;0;1;4;2;1;1;8;14;24
SInt-FIERI-GG-042-ITA;380;999;3;0;1;2;1;3;4;8;15;26
SInt-FIERI-GG-043-ITA;380;999;1;0;2;2;1;1;2;10;10;19
SInt-FIERI-GG-044-ITA;380;999;1;1;2;2;3;2;1;27;11;22
SInt-FIERI-GG-045-ITA;380;999;1;0;1;1;1;2;2;35;28;18
SInt-FIERI-GG-046-ITA;380;999;3;0;1;2;1;2;2;10;12;16
SInt-FIERI-GG-047-ITA;380;999;1;1;1;5;2;2;4;26;5;38
SInt-FIERI-GG-048-ITA;380;999;1;1;2;3;2;3;3;27;30;33
SInt-FIERI-GG-049-ITA;380;999;1;0;1;2;3;2;3;21;25;44
SInt-FIERI-GG-050-ITA;380;999;1;0;3;2;3;2;2;29;17;26
SInt-FIERI-GG-051-ITA;380;999;1;0;1;2;1;2;2;4;14;38
SInt-FIERI-GG-052-ITA;380;999;1;0;1;2;1;2;2;13;13;23
SInt-FIERI-GG-053-ITA;380;999;1;0;1;4;3;3;3;27;23;39
SInt-FIERI-GG-054-ITA;380;999;3;1;1;2;1;3;3;12;19;21
SInt-FIERI-GG-055-ITA;380;999;1;0;1;3;1;1;2;16;22;30
SInt-FIERI-GG-056-ITA;380;999;1;0;1;4;2;2;4;40;17;31
SInt-FIERI-GG-057-ITA;380;999;3;1;1;2;1;2;1;6;24;43
SInt-FIERI-GG-058-ITA;380;999;1;0;1;2;3;2;3;29;21;21
SInt-FIERI-GG-059-ITA;380;999;1;0;1;2;1;2;3;32;20;31
SInt-FIERI-GG-060-ITA;380;999;1;1;1;2;2;1;1;23;16;27
SInt-FIERI-GG-061-ITA;380;999;1;1;1;2;1;2;3;9;37;23
SInt-FIERI-GG-062-ITA;380;999;1;1;1;3;1;1;3;26;12;19
SInt-FIERI-GG-063-ITA;380;999;1;0;2;2;1;2;1;15;6;25
SInt-FIERI-GG-064-ITA;380;999;1;0;2;3;3;1;1;29;11;24
SInt-FIERI-GG-065-ITA;380;999;1;0;2;2;1;3;3;29;18;26
SInt-FIERI-GG-066-ITA;380;999;1;0;1;2;1;3;1;25;22;37
SInt-FIERI-GG-067-ITA;380;999;1;0;2;4;2;2;2;34;26;33
SInt-FIERI-GG-068-ITA;380;999;1;0;1;2;3;2;1;26;12;26
SInt-FIERI-GG-069-ITA;380;180;1;1;1;5;2;3;2;23;12;27
SInt-FIERI-GG-070-ITA;380;999;1;1;1;2;1;3;2;23;30;46
SInt-FIERI-GG-071-ITA;380;999;1;1;2;3;5;2;1;13;11;36
SInt-FIERI-GG-072-ITA;380;999;1;0;1;2;3;2;3;21;7;32
SInt-FIERI-GG-073-ITA;380;999;1;1;2;3;5;2;2;32;13;17
SInt-FIERI-GG-074-ITA;380;999;1;0;1;3;1;3;3;37;14;35
SInt-FIERI-GG-075-ITA;380;999;1;0;1;4;2;2;#NULL!;44;15;33
SInt-FIERI-GG-076-ITA;380;999;1;0;2;3;1;2;2;18;7;21
SInt-FIERI-GG-077-ITA;380;999;1;0;2;5;5;2;#NULL!;26;9;22
SInt-FIERI-GG-078-ITA;380;999;1;0;1;3;4;2;1;28;7;26
SInt-FIERI-GG-079-ITA;380;586;1;0;1;4;2;3;2;15;18;16
SInt-FIERI-GG-080-ITA;380;999;1;0;1;4;2;3;3;22;22;43
SInt-FIERI-GG-081-ITA;380;999;1;0;1;2;3;3;3;30;19;20
SInt-FIERI-GG-082-ITA;380;999;1;0;1;2;1;2;3;45;18;22
SInt-FIERI-GG-083-ITA;380;999;1;1;2;3;3;2;2;19;8;32
SInt-FIERI-GG-084-ITA;380;999;1;1;1;4;2;3;2;20;13;33
SInt-FIERI-GG-085-ITA;380;999;1;0;1;3;3;2;2;37;43;32
SInt-FIERI-GG-086-ITA;380;999;1;0;1;4;2;2;#NULL!;21;19;29
SInt-FIERI-GG-087-ITA;380;999;1;1;1;2;1;2;1;8;33;32
SInt-FIERI-GG-088-ITA;380;999;1;1;1;2;1;2;2;24;17;29
SInt-FIERI-GG-089-ITA;380;999;1;0;2;2;1;1;1;4;12;35
SInt-FIERI-GG-090-ITA;380;999;1;1;1;2;1;3;1;27;10;42
SInt-FIERI-GG-091-ITA;380;999;1;0;2;3;3;1;1;10;12;35
SInt-FIERI-GG-092-ITA;380;999;1;0;2;2;3;2;1;30;21;18
SInt-FIERI-GG-093-ITA;380;999;1;0;1;2;1;1;3;17;14;41
SInt-FIERI-GG-094-ITA;380;999;1;0;1;2;1;2;1;15;23;15
SInt-FIERI-GG-095-ITA;380;999;1;1;1;5;4;3;2;12;34;36
SInt-FIERI-GG-096-ITA;380;999;1;1;1;4;1;0;2;21;27;36
SInt-FIERI-GG-097-ITA;380;999;1;0;1;2;1;3;3;30;24;45
SInt-FIERI-GG-098-ITA;380;999;1;1;1;2;1;2;2;40;38;40
SInt-FIERI-GG-099-ITA;380;999;1;0;1;2;1;2;2;28;17;34
SInt-FIERI-GG-100-ITA;380;999;1;0;1;2;1;2;2;29;17;18
SInt-FIERI-YSH-101-ITA;380;232;1;0;1;3;2;3;2;42;30;48
SInt-FIERI-YSH-102-ITA;380;232;1;0;1;4;2;2;2;46;9;44
SInt-FIERI-YSH-103-ITA;380;232;1;0;1;4;2;2;2;55;28;36
SInt-FIERI-YSH-104-ITA;380;232;1;0;1;2;1;2;2;41;33;27
SInt-FIERI-YSH-105-ITA;380;232;1;0;1;4;2;1;2;40;26;42
SInt-FIERI-YSH-106-ITA;380;232;1;0;1;3;1;1;2;31;24;61
SInt-FIERI-YSH-107-ITA;380;232;1;0;1;3;1;1;2;9;27;27
SInt-FIERI-YSH-108-ITA;380;232;1;0;1;3;2;1;2;34;22;37
SInt-FIERI-YSH-109-ITA;380;232;1;0;1;2;1;2;2;36;22;35
SInt-FIERI-YSH-110-ITA;380;232;1;0;1;3;2;3;2;42;21;40
SInt-FIERI-YSH-111-ITA;380;232;1;0;1;3;2;2;2;51;18;37
SInt-FIERI-YSH-112-ITA;380;232;1;0;1;3;1;2;2;46;28;53
SInt-FIERI-YSH-113-ITA;380;232;1;0;1;2;2;1;2;48;21;33
SInt-FIERI-YSH-114-ITA;380;232;1;0;1;3;1;2;2;41;25;27
SInt-FIERI-YSH-115-ITA;380;232;1;0;1;2;1;2;2;44;25;27
SInt-FIERI-YSH-116-ITA;380;999;1;0;1;3;2;1;2;41;26;30
SInt-FIERI-YSH-117-ITA;380;232;1;0;1;3;2;1;2;30;27;35
SInt-FIERI-YSH-118-ITA;380;232;1;0;1;3;2;1;2;43;37;20
SInt-FIERI-YSH-119-ITA;380;232;1;0;1;3;2;1;2;48;14;21
SInt-FIERI-YSH-120-ITA;380;232;1;0;2;6;5;0;#NULL!;42;7;31
SInt-FIERI-YSH-121-ITA;380;232;1;0;1;3;2;1;2;50;28;31
SInt-FIERI-YSH-122-ITA;380;232;1;0;1;3;1;2;2;41;10;31
SInt-FIERI-YSH-123-ITA;380;232;1;0;1;2;2;2;2;45;29;26
SInt-FIERI-YSH-124-ITA;380;232;1;0;1;3;1;1;2;16;36;34
SInt-FIERI-YSH-125-ITA;380;232;1;0;1;4;2;3;2;37;17;27
SInt-FIERI-YSH-126-ITA;380;232;1;0;1;3;2;1;2;48;29;44
SInt-FIERI-YSH-127-ITA;380;232;1;0;1;3;1;3;2;34;32;37
SInt-FIERI-YSH-128-ITA;380;232;1;0;1;4;1;2;2;34;31;37
SInt-FIERI-YSH-129-ITA;380;232;1;0;1;4;2;2;2;13;33;30
SInt-FIERI-YSH-130-ITA;380;232;1;0;1;3;1;2;2;35;28;41
SInt-FIERI-YSH-131-ITA;380;232;1;0;1;3;1;3;2;23;25;39
SInt-FIERI-YSH-132-ITA;380;232;1;0;2;4;1;2;2;40;15;32
SInt-FIERI-YSH-133-ITA;380;232;1;0;1;3;1;3;2;35;29;34
SInt-FIERI-YSH-134-ITA;380;232;1;0;1;4;1;2;#NULL!;37;32;25
SInt-FIERI-YSH-135-ITA;380;232;1;0;2;4;1;1;2;45;22;32
SInt-FIERI-YSH-136-ITA;380;232;1;0;1;2;1;1;2;39;23;48
SInt-FIERI-YSH-137-ITA;380;232;1;0;1;4;2;3;2;37;28;37
SInt-FIERI-YSH-138-ITA;380;232;1;0;1;3;1;3;2;11;27;37
SInt-FIERI-YSH-139-ITA;380;232;1;0;1;3;2;3;2;38;35;27
SInt-FIERI-YSH-140-ITA;380;232;1;0;1;3;2;1;2;43;26;34
SInt-FIERI-YSH-141-ITA;380;232;1;0;2;5;1;0;2;39;27;31
SInt-FIERI-YSH-142-ITA;380;232;1;0;2;4;1;1;2;33;28;39
SInt-FIERI-YSH-143-ITA;380;232;1;1;1;2;2;1;2;35;16;41
SInt-FIERI-YSH-144-ITA;380;232;1;0;1;3;1;2;2;16;29;35
SInt-FIERI-YSH-145-ITA;380;232;1;0;1;3;1;2;2;29;22;27
SInt-FIERI-YSH-146-ITA;380;232;1;0;1;3;2;1;2;47;27;51
SInt-FIERI-YSH-147-ITA;380;232;1;0;1;2;1;0;2;28;24;37
SInt-FIERI-YSH-148-ITA;380;232;1;1;1;3;1;1;2;22;19;45
SInt-FIERI-YSH-149-ITA;380;232;1;0;1;3;2;3;2;46;29;35
SInt-FIERI-YSH-150-ITA;380;232;1;0;1;3;1;1;2;38;18;38
SInt-FIERI-YSH-151-ITA;380;232;1;0;1;3;2;3;#NULL!;53;40;22
SInt-FIERI-YSH-152-ITA;380;232;1;0;1;3;2;1;2;46;25;33
SInt-FIERI-YSH-153-ITA;380;232;1;1;1;2;1;1;2;34;15;34
SInt-FIERI-YSH-154-ITA;380;232;1;0;1;2;1;1;2;25;31;47
SInt-FIERI-YSH-155-ITA;380;232;1;0;1;2;1;3;2;47;10;25
SInt-FIERI-YSH-156-ITA;380;232;1;0;1;5;2;2;2;48;24;31
SInt-FIERI-YSH-157-ITA;380;232;1;0;2;4;2;2;2;16;22;26
SInt-FIERI-YSH-158-ITA;380;232;1;0;1;3;2;1;2;28;31;40
SInt-FIERI-YSH-159-ITA;380;232;1;0;1;4;2;2;2;52;30;32
SInt-FIERI-YSH-160-ITA;380;232;1;0;1;2;1;1;2;24;22;33
SInt-FIERI-YSH-161-ITA;380;232;1;0;2;4;1;1;#NULL!;37;30;31
SInt-FIERI-YSH-162-ITA;380;999;1;0;1;4;2;2;2;37;29;31
SInt-FIERI-YSH-163-ITA;380;232;1;0;1;4;1;2;2;43;32;27
SInt-FIERI-YSH-164-ITA;380;999;1;1;1;3;2;1;2;13;14;34
SInt-FIERI-YSH-165-ITA;380;999;1;1;2;3;2;1;2;27;10;27
SInt-FIERI-YSH-166-ITA;380;232;1;0;1;4;2;1;2;41;22;45
SInt-FIERI-YSH-167-ITA;380;232;1;0;2;4;1;1;#NULL!;41;22;25
SInt-FIERI-YSH-168-ITA;380;232;1;0;1;4;2;1;2;46;29;36
